entrez,symbol
3313,HSPA9
199920,FYB2
3315,HSPB1
3316,HSPB2
85236,H2BC12
3320,HSP90AA1
3321,IGSF3
3326,HSP90AB1
3329,HSPD1
3336,HSPE1
3337,DNAJB1
3339,HSPG2
3340,NDST1
3351,HTR1B
3352,HTR1D
3354,HTR1E
134429,STARD4
3361,HTR5A
3363,HTR7
3364,HUS1
85289,KRTAP4-5
3371,TNC
3375,IAPP
3376,IARS1
3382,ICA1
3383,ICAM1
3384,ICAM2
3386,ICAM4
167227,DCP2
23468,CBX5
3394,IRF8
56034,PDGFC
3397,ID1
3398,ID2
3399,ID3
3416,IDE
3417,IDH1
3418,IDH2
3419,IDH3A
3420,IDH3B
3421,IDH3G
3422,IDI1
3423,IDS
3425,IDUA
3426,CFI
3429,IFI27
3430,IFI35
3431,SP110
3433,IFIT2
3434,IFIT1
23478,SEC11A
3437,IFIT3
85363,TRIM5
3454,IFNAR1
3455,IFNAR2
3456,IFNB1
3458,IFNG
3459,IFNGR1
3460,IFNGR2
85378,TUBGCP6
3475,IFRD1
134549,SHROOM1
3479,IGF1
3480,IGF1R
3481,IGF2
3482,IGF2R
3484,IGFBP1
3485,IGFBP2
3486,IGFBP3
3487,IGFBP4
3488,IGFBP5
3489,IGFBP6
3490,IGFBP7
3491,CCN1
85407,NKD1
85414,SLC45A3
85415,RHPN2
3516,RBPJ
85441,HELZ2
85442,KNDC1
85452,CFAP74
85455,DISP2
85464,SSH2
3547,IGSF1
3551,IKBKB
3552,IL1A
3553,IL1B
3554,IL1R1
3558,IL2
3559,IL2RA
3560,IL2RB
3561,IL2RG
3563,IL3RA
3565,IL4
3566,IL4R
3567,IL5
3569,IL6
3572,IL6ST
3574,IL7
3575,IL7R
3576,CXCL8
3578,IL9
3581,IL9R
3586,IL10
3587,IL10RA
3588,IL10RB
3589,IL11
3592,IL12A
3593,IL12B
3594,IL12RB1
3595,IL12RB2
3596,IL13
3597,IL13RA1
3598,IL13RA2
3600,IL15
3601,IL15RA
151056,PLB1
3603,IL16
3604,TNFRSF9
3606,IL18
3607,FOXK2
3608,ILF2
3609,ILF3
3613,IMPA2
3615,IMPDH2
3619,INCENP
3620,IDO1
3621,ING1
3623,INHA
3624,INHBA
3625,INHBB
347688,TUBB8
3627,CXCL10
3630,INS
3631,INPP4A
23517,MTREX
3636,INPPL1
3638,INSIG1
3642,INSM1
3643,INSR
3646,EIF3E
3651,PDX1
3654,IRAK1
3655,ITGA6
3656,IRAK2
3659,IRF1
3660,IRF2
3662,IRF4
3663,IRF5
3664,IRF6
3665,IRF7
3667,IRS1
3669,ISG20
3670,ISL1
347733,TUBB2B
347734,SLC35B2
3673,ITGA2
3675,ITGA3
3676,ITGA4
3678,ITGA5
3679,ITGA7
3680,ITGA9
3682,ITGAE
3683,ITGAL
3684,ITGAM
3685,ITGAV
3688,ITGB1
3689,ITGB2
3690,ITGB3
3691,ITGB4
3693,ITGB5
3695,ITGB7
3696,ITGB8
3697,ITIH1
3699,ITIH3
3700,ITIH4
3702,ITK
3704,ITPA
3705,ITPK1
3707,ITPKB
200316,APOBEC3F
3709,ITPR2
3710,ITPR3
3714,JAG2
3716,JAK1
3717,JAK2
3718,JAK3
3725,JUN
3726,JUNB
3727,JUND
3728,JUP
3732,CD82
3735,KARS1
3738,KCNA3
3739,KCNA4
118429,ANTXR2
3742,GALNT8
3750,KCND1
3756,KCNH1
3757,KCNH2
3759,KCNJ2
3762,KCNJ5
3764,KCNJ8
3778,KCNMA1
3779,KCNMB1
3780,KCNN1
3782,KCNN3
3783,KCNN4
3785,KCNQ2
3791,KDR
3792,KEL
3796,KIF2A
3797,KIF3C
3798,KIF5A
3799,KIF5B
3800,KIF5C
3801,KIFC3
151254,C2CD6
118491,CFAP70
3815,KIT
3816,KLK1
3818,KLKB1
200424,TET3
3824,KLRD1
3831,KLC1
3832,KIF11
3835,KIF22
3837,KPNB1
3838,KPNA2
347902,AMIGO2
3843,IPO5
3845,KRAS
3848,KRT1
3851,KRT4
3852,KRT5
3856,KRT8
3860,KRT13
3866,KRT15
3872,KRT17
3875,KRT18
3880,KRT19
3881,KRT31
3895,KTN1
3897,L1CAM
3898,LAD1
3899,AFF3
3906,LALBA
3908,LAMA2
3909,LAMA3
3910,LAMA4
3914,LAMB3
3915,LAMC1
3918,LAMC2
3920,LAMP2
3925,STMN1
3927,LASP1
3929,LBP
3930,LBR
3931,LCAT
3932,LCK
3936,LCP1
3937,LCP2
3938,LCT
3939,LDHA
3945,LDHB
3948,LDHC
3949,LDLR
3952,LEP
3953,LEPR
3954,LETM1
3955,LFNG
3956,LGALS1
3958,LGALS3
3959,LGALS3BP
3963,LGALS7
200576,PIKFYVE
3976,LIF
3977,LIFR
3978,LIG1
3980,LIG3
3983,ABLIM1
3984,LIMK1
3988,LIPA
3991,LIPE
3992,FADS1
3993,LLGL2
3996,LLGL1
3998,LMAN1
4000,LMNA
4001,LMNB1
4004,LMO1
4005,LMO2
4009,LMX1A
4013,VWA5A
4015,LOX
4016,LOXL1
4017,LOXL2
4023,LPL
4026,LPP
4033,LRMP
4035,LRP1
4036,LRP2
135112,NCOA7
4043,LRPAP1
4046,LSP1
4047,LSS
4048,LTA4H
4049,LTA
4050,LTB
4052,LTBP1
4053,LTBP2
4055,LTBR
4056,LTC4S
4057,LTF
4058,LTK
4059,BCAM
4060,LUM
4061,LY6E
4065,LY75
135138,PACRG
4067,LYN
4066,LYL1
4071,TM4SF1
4072,EPCAM
4074,M6PR
4082,MARCKS
4084,MXD1
4085,MAD2L1
4086,SMAD1
4087,SMAD2
4088,SMAD3
4089,SMAD4
4090,SMAD5
4091,SMAD6
4092,SMAD7
4094,MAF
4097,MAFG
4100,MAGEA1
118788,PIK3AP1
4105,MAGEA6
4117,MAK
4118,MAL
4121,MAN1A1
200734,SPRED2
4128,MAOA
4129,MAOB
4131,MAP1B
4133,MAP2
4134,MAP4
4135,MAP6
4137,MAPT
4140,MARK3
4147,MATN2
4148,MATN3
4149,MAX
4151,MB
4152,MBD1
4153,MBL2
4155,MBP
4166,CHST6
4170,MCL1
4171,MCM2
4172,MCM3
4173,MCM4
4174,MCM5
4175,MCM6
4176,MCM7
4179,CD46
53335,BCL11A
4189,DNAJB9
4190,MDH1
4191,MDH2
4192,MDK
4193,MDM2
4194,MDM4
53343,NUDT9
4199,ME1
4200,ME2
53353,LRP1B
4205,MEF2A
4208,MEF2C
4209,MEF2D
4210,MEFV
4211,MEIS1
4212,MEIS2
4214,MAP3K1
4216,MAP3K4
4217,MAP3K5
4221,MEN1
4224,MEP1A
4225,MEP1B
4232,MEST
4233,MET
282770,OR10AG1
4245,MGAT1
4248,MGAT3
168090,C6orf118
4255,MGMT
4256,MGP
4257,MGST1
4259,MGST3
4261,CIITA
4267,CD99
4277,MICB
4281,MID1
4282,MIF
4283,CXCL9
4286,MITF
4287,ATXN3
4288,MKI67
151742,PPM1L
4291,MLF1
4292,MLH1
4293,MAP3K9
4296,MAP3K11
4297,KMT2A
4298,MLLT1
4299,AFF1
4300,MLLT3
4301,AFDN
4302,MLLT6
4303,FOXO4
4306,NR3C2
4308,TRPM1
4312,MMP1
4313,MMP2
4314,MMP3
4316,MMP7
4317,MMP8
4318,MMP9
4319,MMP10
4320,MMP11
4321,MMP12
4322,MMP13
4323,MMP14
4324,MMP15
4325,MMP16
4329,ALDH6A1
4330,MN1
4331,MNAT1
4338,MOCS2
4342,MOS
4343,MOV10
4345,CD200
4350,MPG
4351,MPI
4353,MPO
4354,MPP1
4355,MPP2
4361,MRE11
4363,ABCC1
4430,MYO1B
151888,BTLA
4436,MSH2
4437,MSH3
4439,MSH5
414059,TBC1D3B
56246,MRAP
53616,ADAM22
4477,MSMB
4478,MSN
53632,PRKAG3
4481,MSR1
4482,MSRA
4485,MST1
4486,MST1R
4487,MSX1
4493,MT1E
4502,MT2A
4504,MT3
151963,MB21D2
4515,MTCP1
4522,MTHFD1
4524,MTHFR
4528,MTIF2
151987,PPP4R2
4543,MTNR1A
152007,GLIPR2
4552,MTRR
201163,FLCN
201176,ARHGAP27
4582,MUC1
266727,MDGA1
4583,MUC2
4585,MUC4
4591,TRIM37
4595,MUTYH
4597,MVD
4598,MVK
4599,MX1
4600,MX2
4601,MXI1
4602,MYB
4603,MYBL1
4605,MYBL2
4607,MYBPC3
4608,MYBPH
4609,MYC
4610,MYCL
4613,MYCN
4615,MYD88
4616,GADD45B
4618,MYF6
4619,MYH1
4620,MYH2
4621,MYH3
4622,MYH4
283149,BCL9L
283150,FOXR1
4625,MYH7
4626,MYH8
4627,MYH9
4628,MYH10
4629,MYH11
4632,MYL1
4633,MYL2
4634,MYL3
4635,MYL4
4638,MYLK
4641,MYO1C
4643,MYO1E
4644,MYO5A
4649,MYO9A
4650,MYO9B
4654,MYOD1
4656,MYOG
4661,MYT1
4665,NAB2
4666,NACA
4671,NAIP
4673,NAP1L1
4674,NAP1L2
4678,NASP
4681,NBL1
4683,NBN
4684,NCAM1
4685,NCAM2
4686,NCBP1
53836,GPR87
4688,NCF2
4689,NCF4
4690,NCK1
4691,NCL
4693,NDP
4694,NDUFA1
4695,NDUFA2
4696,NDUFA3
4697,NDUFA4
4698,NDUFA5
4700,NDUFA6
4701,NDUFA7
4702,NDUFA8
4703,NEB
4704,NDUFA9
643677,CCDC168
4706,NDUFAB1
4707,NDUFB1
4708,NDUFB2
4709,NDUFB3
4710,NDUFB4
4711,NDUFB5
4712,NDUFB6
4713,NDUFB7
4714,NDUFB8
4715,NDUFB9
4717,NDUFC1
4718,NDUFC2
4719,NDUFS1
4720,NDUFS2
4722,NDUFS3
4723,NDUFV1
4724,NDUFS4
4726,NDUFS6
4728,NDUFS8
4729,NDUFV2
4731,NDUFV3
4734,NEDD4
4736,RPL10A
4739,NEDD9
4744,NEFH
4751,NEK2
4760,NEUROD1
4763,NF1
4771,NF2
4773,NFATC2
4778,NFE2
4779,NFE2L1
4780,NFE2L2
4781,NFIB
283310,OTOGL
4783,NFIL3
283316,CD163L1
4790,NFKB1
4791,NFKB2
4792,NFKBIA
4793,NFKBIB
4794,NFKBIE
53942,CNTN5
4799,NFX1
4800,NFYA
4801,NFYB
4802,NFYC
4803,NGF
4808,NHLH2
4811,NID1
4814,NINJ1
4820,NKTR
4821,NKX2-2
4824,NKX3-1
4825,NKX6-1
4829,NMBR
4830,NME1
4832,NME3
4833,NME4
4835,NQO2
4836,NMT1
4837,NNMT
4839,NOP2
4841,NONO
4842,NOS1
4843,NOS2
4848,CNOT2
4849,CNOT3
4850,CNOT4
4851,NOTCH1
4853,NOTCH2
4854,NOTCH3
4855,NOTCH4
283383,ADGRD1
4860,PNP
4864,NPC1
4867,NPHP1
4868,NPHS1
4869,NPM1
54020,SLC37A1
119559,SFXN4
152330,CNTN4
4882,NPR2
4885,NPTX2
4886,NPY1R
4889,NPY5R
4891,SLC11A2
4892,NRAP
4893,NRAS
4897,NRCAM
4902,NRTN
4907,NT5E
4908,NTF3
4913,NTHL1
4914,NTRK1
4915,NTRK2
4916,NTRK3
4921,DDR2
4926,NUMA1
4928,NUP98
4929,NR4A2
54084,TSPEAR
283464,GXYLT1
4938,OAS1
4939,OAS2
4940,OAS3
4942,OAT
4952,OCRL
4953,ODC1
54106,TLR9
54107,POLE3
4956,ODF1
4957,ODF2
4958,OMD
4967,OGDH
4973,OLR1
4976,OPA1
4982,TNFRSF11B
4983,OPHN1
4986,OPRK1
4999,ORC2
5001,ORC5
5002,SLC22A18
5004,ORM1
5008,OSM
283537,SLC46A3
5010,CLDN11
54165,DCUN1D1
201625,DNAH12
5018,OXA1L
5020,OXT
5021,OXTR
5025,P2RX4
5027,P2RX7
5028,P2RY1
5029,P2RY2
5030,P2RY4
5033,P4HA1
5036,PA2G4
5037,PEBP1
5045,FURIN
5046,PCSK6
5048,PAFAH1B1
5049,PAFAH1B2
5052,PRDX1
54205,CYCS
5054,SERPINE1
5055,SERPINB2
54206,ERRFI1
5058,PAK1
5063,PAK3
5066,PAM
5071,PRKN
349136,WDR86
5073,PARN
5076,PAX2
5077,PAX3
5078,PAX4
5079,PAX5
5080,PAX6
5087,PBX1
5089,PBX2
5091,PC
5092,PCBD1
5093,PCBP1
5097,PCDH1
5099,PCDH7
5101,PCDH9
5104,SERPINA5
5105,PCK1
5108,PCM1
5111,PCNA
5116,PCNT
5118,PCOLCE
5119,CHMP1A
5121,PCP4
5122,PCSK1
5125,PCSK5
5126,PCSK2
5133,PDCD1
168975,CNBD1
5142,PDE4B
5148,PDE6G
5154,PDGFA
5155,PDGFB
5156,PDGFRA
5158,PDE6B
5159,PDGFRB
5160,PDHA1
5161,PDHA2
5162,PDHB
5163,PDK1
5164,PDK2
5165,PDK3
5166,PDK4
5167,ENPP1
5168,ENPP2
5173,PDYN
5174,PDZK1
5175,PECAM1
5178,PEG3
5179,PENK
54331,GNG2
5187,PER1
5189,PEX1
5190,PEX6
5191,PEX7
5193,PEX12
5194,PEX13
5195,PEX14
5196,PF4
5198,PFAS
5199,CFP
169044,COL22A1
5205,ATP8B1
5207,PFKFB1
5209,PFKFB3
54361,WNT4
5211,PFKL
54363,HAO1
5213,PFKM
5214,PFKP
5216,PFN1
5217,PFN2
5218,CDK14
5223,PGAM1
5224,PGAM2
5226,PGD
5228,PGF
5229,PGGT1B
5230,PGK1
152687,ZNF595
5232,PGK2
5236,PGM1
5238,PGM3
5241,PGR
5243,ABCB1
5244,ABCB4
5245,PHB
5250,SLC25A3
5251,PHEX
54407,SLC38A2
5256,PHKA2
87178,PNPT1
5260,PHKG1
5261,PHKG2
54413,NLGN3
5264,PHYH
5265,SERPINA1
5268,SERPINB5
5269,SERPINB6
5270,SERPINE2
5272,SERPINB9
54434,SSH1
5284,PIGR
54437,SEMA5B
5286,PIK3C2A
5287,PIK3C2B
5288,PIK3C2G
5289,PIK3C3
5290,PIK3CA
5291,PIK3CB
5292,PIM1
5293,PIK3CD
5294,PIK3CG
5295,PIK3R1
5296,PIK3R2
5297,PI4KA
54443,ANLN
5300,PIN1
5308,PITX2
54460,MRPS21
5310,PKD1
5311,PKD2
54462,CCSER2
5313,PKLR
5314,PKHD1
5315,PKM
54463,RETREG1
5317,PKP1
5318,PKP2
54464,XRN1
5320,PLA2G2A
5321,PLA2G4A
54468,MIOS
5324,PLAG1
5325,PLAGL1
169166,SNX31
5327,PLAT
5328,PLAU
5329,PLAUR
5330,PLCB2
54480,CHPF2
5332,PLCB4
5333,PLCD1
5334,PLCL1
5335,PLCG1
5336,PLCG2
54487,DGCR8
5339,PLEC
5340,PLG
5341,PLEK
54498,SMOX
5347,PLK1
5348,FXYD1
5351,PLOD1
5352,PLOD2
54509,RHOF
54510,PCDH18
5359,PLSCR1
54512,EXOSC4
5362,PLXNA2
54514,DDX4
5364,PLXNB1
5366,PMAIP1
5371,PML
5372,PMM1
5373,PMM2
5376,PMP22
5378,PMS1
54541,DDIT4
5393,EXOSC9
5394,EXOSC10
5395,PMS2
5396,PRRX1
54549,SDK2
54556,ING3
54558,SPATA6
5409,PNMT
5411,PNN
5413,SEPTIN5
5414,SEPTIN4
5420,PODXL
5422,POLA1
5423,POLB
5424,POLD1
5425,POLD2
5426,POLE
120114,FAT3
5428,POLG
5429,POLH
5430,POLR2A
5432,POLR2C
5433,POLR2D
5434,POLR2E
5435,POLR2F
5436,POLR2G
5437,POLR2H
5438,POLR2I
5439,POLR2J
5440,POLR2K
5442,POLRMT
5443,POMC
5447,POR
5450,POU2AF1
5451,POU2F1
5452,POU2F2
5460,POU5F1
5464,PPA1
5465,PPARA
54617,INO80
5467,PPARD
5468,PPARG
5469,MED1
5471,PPAT
5473,PPBP
54625,PARP14
5478,PPIA
5479,PPIB
5494,PPM1A
5495,PPM1B
5496,PPM1G
5498,PPOX
5499,PPP1CA
5504,PPP1R2
5506,PPP1R3A
5507,PPP1R3C
5511,PPP1R8
54663,WDR74
5516,PPP2CB
415116,PIM3
5518,PPP2R1A
5519,PPP2R1B
5522,PPP2R2C
5524,PTPA
5525,PPP2R5A
5526,PPP2R5B
54677,CROT
54681,P4HTM
5530,PPP3CA
5531,PPP4C
284058,KANSL1
5534,PPP3R1
5537,PPP6C
5538,PPT1
5540,NPY4R
5545,PRB4
5546,PRCC
5547,PRCP
5550,PREP
5551,PRF1
5552,SRGN
5553,PRG2
54704,PDP1
5557,PRIM1
5558,PRIM2
5563,PRKAA2
5564,PRKAB1
5565,PRKAB2
5566,PRKACA
5569,PKIA
5571,PRKAG1
5573,PRKAR1A
5576,PRKAR2A
5577,PRKAR2B
5578,PRKCA
5579,PRKCB
5580,PRKCD
5581,PRKCE
5582,PRKCG
5583,PRKCH
5584,PRKCI
5587,PRKD1
5588,PRKCQ
54739,XAF1
5590,PRKCZ
5591,PRKDC
284119,CAVIN1
5593,PRKG2
5594,MAPK1
5598,MAPK7
5599,MAPK8
5600,MAPK11
5601,MAPK9
5602,MAPK10
5603,MAPK13
5604,MAP2K1
5605,MAP2K2
5606,MAP2K3
5607,MAP2K5
5608,MAP2K6
103910,MYL12B
5610,EIF2AK2
5611,DNAJC3
5612,THAP12
5613,PRKX
5609,MAP2K7
54760,PCSK4
644591,PPIAL4G
54768,HYDIN
5618,PRLR
5620,PRM2
5621,PRNP
5624,PROC
5625,PRODH
5626,PROP1
5627,PROS1
54778,RNF111
5631,PRPS1
5634,PRPS2
54790,TET2
5641,LGMN
5644,PRSS1
5645,PRSS2
5646,PRSS3
54796,BNC2
54800,KLHL24
5649,RELN
5650,KLK7
5654,HTRA1
5655,KLK10
54806,AHI1
54809,SAMD9
5663,PSEN1
5664,PSEN2
54825,CDHR2
5682,PSMA1
5683,PSMA2
5684,PSMA3
5685,PSMA4
5687,PSMA6
5688,PSMA7
284217,LAMA1
5690,PSMB2
5691,PSMB3
54842,MFSD6
5693,PSMB5
54843,SYTL2
54847,SIDT1
5696,PSMB8
5689,PSMB1
5698,PSMB9
5699,PSMB10
5701,PSMC2
5702,PSMC3
54855,TENT5C
5704,PSMC4
5706,PSMC6
5707,PSMD1
5709,PSMD3
54861,SNRK
54862,CC2D1A
5713,PSMD7
5714,PSMD8
5715,PSMD9
54865,GPATCH4
5718,PSMD12
5719,PSMD13
5720,PSME1
5721,PSME2
5723,PSPH
5724,PTAFR
5727,PTCH1
5728,PTEN
54880,BCOR
5730,PTGDS
5732,PTGER2
5733,PTGER3
5734,PTGER4
54884,RETSAT
5737,PTGFR
5738,PTGFRN
5739,PTGIR
5740,PTGIS
54892,NCAPG2
54893,MTMR10
5743,PTGS2
5744,PTHLH
5745,PTH1R
54894,RNF43
5747,PTK2
54897,CASZ1
54898,ELOVL2
54901,CDKAL1
54904,NSD3
5753,PTK6
5757,PTMA
5764,PTN
54919,DNAAF5
5768,QSOX1
5770,PTPN1
5771,PTPN2
5777,PTPN6
5781,PTPN11
5782,PTPN12
5783,PTPN13
5784,PTPN14
5787,PTPRB
5788,PTPRC
5789,PTPRD
5791,PTPRE
5793,PTPRG
5795,PTPRJ
5796,PTPRK
5797,PTPRM
54949,SDHAF2
5800,PTPRO
5801,PTPRR
54956,PARP16
5805,PTS
5806,PTX3
54959,ODAM
54961,SSH3
5810,RAD1
54962,TIPIN
5813,PURA
5816,PVALB
5817,PVR
5818,NECTIN1
5819,NECTIN2
136895,C7orf31
5824,PEX19
5825,ABCD3
54977,SLC25A38
5827,PXMP2
5828,PEX2
5829,PXN
5830,PEX5
5831,PYCR1
5832,ALDH18A1
5833,PCYT2
5834,PYGB
54982,CLN6
5836,PYGL
5837,PYGM
284358,MAMSTR
54989,ZNF770
54996,MARC2
55008,HERC6
5860,QDPR
5861,RAB1A
5862,RAB2A
55016,MARCHF1
5867,RAB4A
5868,RAB5A
5871,MAP4K2
55023,PHIP
5873,RAB27A
55024,BANK1
5877,RABIF
55030,FBXO34
5879,RAC1
5880,RAC2
55033,FKBP14
55034,MOCOS
5883,RAD9A
5884,RAD17
5885,RAD21
5886,RAD23A
5887,RAD23B
5888,RAD51
5889,RAD51C
5890,RAD51B
55035,NOL8
55037,PTCD3
5893,RAD52
5894,RAF1
5896,RAG1
5897,RAG2
5898,RALA
5899,RALB
5900,RALGDS
5901,RAN
5902,RANBP1
5903,RANBP2
55055,ZWILCH
5909,RAP1GAP
5910,RAP1GDS1
55062,WIPI1
5912,RAP2B
5914,RARA
5917,RARS1
55072,RNF31
5921,RASA1
5922,RASA2
55075,UACA
5924,RASGRF2
5925,RB1
5926,ARID4A
5927,KDM5A
55076,TMEM45A
5930,RBBP6
5931,RBBP7
5932,RBBP8
5933,RBL1
5936,RBM4
5947,RBP1
5950,RBP4
202559,KHDRBS2
55107,ANO1
55109,AGGF1
55117,SLC6A15
5966,REL
5967,REG1A
5970,RELA
5971,RELB
55125,CEP192
5976,UPF1
5979,RET
5980,REV3L
5981,RFC1
5982,RFC2
5983,RFC3
5984,RFC4
5985,RFC5
5987,TRIM27
55139,ANKZF1
55143,CDCA8
284521,OR2L13
55146,ZDHHC4
5996,RGS1
55148,UBR7
284525,SLC9C2
5999,RGS4
6000,RGS7
55153,SDAD1
6002,RGS12
6004,RGS16
6005,RHAG
6006,RHCE
6007,RHD
55159,RFWD3
6009,RHEB
55160,ARHGEF10L
55164,SHQ1
284541,CYP4A22
6014,RIT2
6016,RIT1
55177,RMDN3
55181,SMG8
55190,NUDT11
55191,NADSYN1
6041,RNASEL
55193,PBRM1
55196,RESF1
6047,RNF4
55201,MAP1S
6050,RNH1
6059,ABCE1
55220,KLHDC8A
55226,NAT10
55234,SMU1
55236,UBA6
55240,STEAP3
120776,OR2D2
6092,ROBO2
6093,ROCK1
6095,RORA
6098,ROS1
55252,ASXL2
6103,RPGR
55258,THNSL2
6117,RPA1
6118,RPA2
6119,RPA3
6120,RPE
55270,NUDT15
55272,IMP3
6123,RPL3L
55273,TMEM100
6125,RPL5
55276,PGM2
55277,FGGY
6128,RPL6
55281,TMEM140
6122,RPL3
6133,RPL9
6134,RPL10
55288,RHOT1
137209,ZNF572
55289,ACOXL
55290,BRF2
6141,RPL18
55294,FBXW7
6146,RPL22
6150,MRPL23
55315,SLC29A3
6164,RPL34
6170,RPL39
6175,RPLP0
55332,DRAM1
6183,MRPS12
6184,RPN1
6187,RPS2
6188,RPS3
6189,RPS3A
55339,WDR33
55342,STRBP
6193,RPS5
6194,RPS6
6195,RPS6KA1
6196,RPS6KA2
6197,RPS6KA3
55353,LAPTM4B
6203,RPS9
6204,RPS10
120892,LRRK2
6206,RPS12
6207,RPS13
6208,RPS14
6209,RPS15
55359,STYK1
55365,TMEM176A
55367,PIDD1
6223,RPS19
284759,SIRPB2
6232,RPS27
6236,RRAD
6237,RRAS
6239,RREB1
6240,RRM1
6241,RRM2
333926,PPM1J
6249,CLIP1
6251,RSU1
6252,RTN1
6256,RXRA
6257,RXRB
6258,RXRG
6261,RYR1
6262,RYR2
55422,ZNF331
6271,S100A1
6275,S100A4
6278,S100A7
6280,S100A9
6281,S100A10
6282,S100A11
6283,S100A12
6284,S100A13
219285,SAMD9L
6296,ACSM3
6299,SALL1
6300,MAPK12
6303,SAT1
6304,SATB1
6309,SC5D
6310,ATXN1
6311,ATXN2
55466,DNAJA4
6319,SCD
6324,SCN1B
6331,SCN5A
6334,SCN8A
6335,SCN9A
6336,SCN10A
6337,SCNN1A
219333,USP12
6342,SCP2
6347,CCL2
55500,ETNK1
55501,CHST12
55502,HES6
6351,CCL4
6352,CCL5
55503,TRPV6
6354,CCL7
317649,EIF4E3
6356,CCL11
6357,CCL13
55506,MACROH2A2
55509,BATF3
55511,SAGE1
6361,CCL17
6363,CCL19
6364,CCL20
6367,CCL22
6369,CCL24
6370,CCL25
6372,CXCL6
6373,CXCL11
6375,XCL1
6376,CX3CL1
55532,SLC30A10
6382,SDC1
6383,SDC2
55534,MAML3
6385,SDC4
6386,SDCBP
6387,CXCL12
55540,IL17RB
6389,SDHA
6390,SDHB
6391,SDHC
6392,SDHD
55544,RBM38
6397,SEC14L1
6398,SECTM1
6401,SELE
6402,SELL
6403,SELP
6406,SEMG1
55558,PLXNA3
55561,CDC42BPG
22795,NID2
22796,COG2
6414,SELENOP
6415,SELENOW
6416,MAP2K4
22800,RRAS2
6418,SET
170261,ZCCHC12
6421,SFPQ
6422,SFRP1
6424,SFRP4
22806,IKZF3
6426,SRSF1
6427,SRSF2
6428,SRSF3
22807,IKZF2
22808,MRAS
6431,SRSF6
6432,SRSF7
22809,ATF5
6434,TRA2B
55582,KIF27
55586,MIOX
55589,BMP2K
22822,PHLDA1
22823,MTF2
22824,HSPA4L
6442,SGCA
6443,SGCB
6444,SGCD
6445,SGCG
6446,SGK1
6447,SCG5
22828,SCAF8
399665,FAM102A
6450,SH3BGR
55596,ZCCHC8
55600,ITLN1
6453,ITSN1
55601,DDX60
6455,SH3GL1
6456,SH3GL2
55602,CDKN2AIP
55603,TENT5A
22836,RHOBTB3
203068,TUBB
55605,KIF21A
55607,PPP1R9A
55610,VPS50
6464,SHC1
317754,POTED
55613,MTMR8
55614,KIF16B
22849,CPEB3
6469,SHH
6470,SHMT1
55619,DOCK10
6472,SHMT2
22852,ANKRD26
6474,SHOX2
22854,NTNG1
6476,SI
6477,SIAH1
6478,SIAH2
22859,ADGRL1
6480,ST6GAL1
22861,NLRP1
22865,SLITRK3
55635,DEPDC1
6484,ST3GAL4
55636,CHD7
317781,DDX51
55638,SYBU
22872,SEC31A
6491,STIL
22876,INPP5F
55646,LYAR
6495,SIX1
6497,SKI
6498,SKIL
22882,ZHX2
6500,SKP1
55651,NHP2
6502,SKP2
6503,SLA
6504,SLAMF1
6505,SLC1A1
6506,SLC1A2
6507,SLC1A3
22884,WDR37
6509,SLC1A4
6510,SLC1A5
6511,SLC1A6
22891,ZNF365
6513,SLC2A1
6514,SLC2A2
6515,SLC2A3
22894,DIS3
6517,SLC2A4
6518,SLC2A5
55670,PEX26
6520,SLC3A2
6521,SLC4A1
22903,BTBD3
22904,SBNO2
55672,NBPF1
6525,SMTN
22906,TRAK1
22907,DHX30
6528,SLC5A5
6530,SLC6A2
6531,SLC6A3
22914,KLRK1
6533,SLC6A6
22916,NCBP2
6535,SLC6A8
6536,SLC6A9
55686,MREG
6538,SLC6A11
6539,SLC6A12
22919,MAPRE1
6541,SLC7A1
6542,SLC7A2
22920,KIFAP3
22921,MSRB2
121227,LRIG3
22924,MAPRE3
22925,PLA2R1
22926,ATF6
22930,RAB3GAP1
55698,RADIL
22933,SIRT2
55704,CCDC88A
22936,ELL2
55709,KBTBD4
6558,SLC12A2
6559,SLC12A3
6560,SLC12A4
22941,SHANK2
22943,DKK1
6564,SLC15A1
6565,SLC15A2
6566,SLC16A1
22948,CCT5
22949,PTGR1
121256,TMEM132D
55722,CEP72
55723,ASF1B
6573,SLC19A1
6574,SLC20A1
6576,SLC25A1
55728,N4BP2
6578,SLCO2A1
6579,SLCO1A2
6580,SLC22A1
55729,ATF7IP
55733,HHAT
6583,SLC22A4
6584,SLC22A5
6585,SLIT1
6586,SLIT3
55738,ARFGAP1
6588,SLN
219578,ZNF804B
6590,SLPI
6591,SNAI2
22974,TPX2
55743,CHFR
6594,SMARCA1
55742,PARVA
22976,PAXIP1
6597,SMARCA4
6598,SMARCB1
6599,SMARCC1
22978,NT5C2
55746,NUP133
6602,SMARCD1
55748,CNDP2
55754,TMEM30A
6605,SMARCE1
55755,CDK5RAP2
55759,WDR12
6608,SMO
22992,KDM2A
22994,CEP131
6611,SMS
22996,TTC39A
22998,LIMCH1
55766,H2AJ
6616,SNAP25
22999,RIMS1
23001,WDFY3
55770,EXOC2
6620,SNCB
6621,SNAPC4
6622,SNCA
6623,SNCG
6624,FSCN1
23002,DAAM1
6626,SNRPA
6627,SNRPA1
6628,SNRPB
6629,SNRPB2
23012,STK38L
