,drug_a_name,drug_b_name,cell_line,synergy,fold,cl_fold,drug_fold,new_drug_fold,random_fold,cluster
4620,MK-4541,METHOTREXATE,HT144,-8.315901628999999,3.0,2,3.0,1.0,0.0,0
4621,MK-4541,MITOMYCINE,HT144,-9.485755862000001,3.0,2,3.0,1.0,0.0,0
4622,MK-4541,MK-2206,HT144,6.00130668,3.0,3,3.0,1.0,1.0,0
4623,MK-4541,MK-4827,HT144,-8.96997892,1.0,4,3.0,1.0,2.0,0
4624,MK-4541,MK-5108,HT144,8.261472835,1.0,2,3.0,1.0,2.0,0
4625,MK-4541,MK-8669,HT144,-10.29756889,3.0,0,3.0,1.0,4.0,0
4626,MK-4541,MK-8776,HT144,5.005377608,4.0,3,3.0,1.0,0.0,0
4627,MK-4541,MRK-003,HT144,-9.84921267,2.0,3,3.0,1.0,0.0,0
4628,MK-4541,PACLITAXEL,HT144,22.4186759,3.0,2,3.0,1.0,0.0,0
4629,MK-4541,PD325901,HT144,-0.366034001,0.0,2,3.0,1.0,0.0,0
4630,MK-4541,SN-38,HT144,-4.926631131000001,1.0,0,3.0,1.0,4.0,0
4631,MK-4541,SORAFENIB,HT144,1.7056214719999998,0.0,2,3.0,1.0,3.0,0
4632,MK-4541,SUNITINIB,HT144,7.891675939,4.0,3,3.0,1.0,0.0,0
4633,MK-4541,TOPOTECAN,HT144,-4.367384902,3.0,4,3.0,1.0,0.0,0
4634,MK-4541,VINBLASTINE,HT144,-7.238562934,1.0,3,3.0,1.0,3.0,0
4635,MK-4541,VINORELBINE,HT144,-14.05754324,4.0,4,3.0,1.0,4.0,0
4636,MK-4541,ZOLINZA,HT144,0.4444298370000001,1.0,0,3.0,1.0,0.0,0
4637,MK-4827,ABT-888,HT144,-27.39012608,4.0,4,2.0,1.0,4.0,0
4638,MK-4827,BEZ-235,HT144,22.51423297,0.0,0,2.0,1.0,0.0,0
4639,MK-4827,BORTEZOMIB,HT144,-153.9406707,1.0,3,2.0,0.0,4.0,0
4640,MK-4827,DASATINIB,HT144,-38.13791476,2.0,3,2.0,1.0,2.0,0
4641,MK-4827,DINACICLIB,HT144,-6.752588361,0.0,0,2.0,1.0,0.0,0
4642,MK-4827,ERLOTINIB,HT144,4.508260175,4.0,4,2.0,1.0,3.0,0
4643,MK-4827,GELDANAMYCIN,HT144,-192.37954130000003,,0,2.0,1.0,0.0,0
4644,MK-4827,MK-2206,HT144,10.0544587,1.0,2,2.0,1.0,4.0,0
4645,MK-4827,MK-8669,HT144,10.6476493,2.0,0,2.0,1.0,4.0,0
4646,MK-4827,MK-8776,HT144,21.76635089,,2,2.0,1.0,3.0,0
4647,MK-4827,PD325901,HT144,7.406804659,3.0,3,2.0,1.0,4.0,0
4648,MK-4827,SN-38,HT144,15.62909189,2.0,0,2.0,1.0,3.0,0
4649,MK-4827,SORAFENIB,HT144,5.184371512,3.0,4,2.0,1.0,4.0,0
4650,MK-4827,TOPOTECAN,HT144,1.745291036,4.0,0,2.0,1.0,3.0,0
4651,MK-5108,ABT-888,HT144,17.23498878,1.0,2,3.0,1.0,3.0,0
4652,MK-5108,BEZ-235,HT144,6.189551903,1.0,3,3.0,1.0,2.0,0
4653,MK-5108,BORTEZOMIB,HT144,-18.6569206,2.0,2,3.0,0.0,0.0,0
4654,MK-5108,DASATINIB,HT144,-34.64473664,1.0,4,3.0,1.0,4.0,0
4655,MK-5108,DINACICLIB,HT144,-7.096937013,3.0,3,3.0,1.0,2.0,0
4656,MK-5108,ERLOTINIB,HT144,12.60881777,1.0,0,3.0,1.0,2.0,0
4657,MK-5108,GELDANAMYCIN,HT144,-1.3823519969999998,1.0,3,3.0,1.0,3.0,0
4658,MK-5108,MK-2206,HT144,9.29353595,3.0,2,3.0,1.0,0.0,0
4659,MK-5108,MK-4827,HT144,-3.992875532,3.0,2,3.0,1.0,1.0,0
4660,MK-5108,MK-8669,HT144,5.785946782000001,3.0,4,3.0,1.0,0.0,0
4661,MK-5108,MK-8776,HT144,-6.360094738,0.0,0,3.0,1.0,1.0,0
4662,MK-5108,PD325901,HT144,8.135499908,2.0,3,3.0,1.0,0.0,0
4663,MK-5108,SN-38,HT144,-7.57554133,1.0,2,3.0,1.0,4.0,0
4664,MK-5108,SORAFENIB,HT144,5.791730609,1.0,3,3.0,1.0,1.0,0
4665,MK-5108,TOPOTECAN,HT144,-2.603746348,3.0,0,3.0,1.0,2.0,0
4666,MK-8669,BEZ-235,HT144,93.01822106,3.0,4,3.0,1.0,2.0,0
4667,MK-8669,DINACICLIB,HT144,-0.143698773,3.0,2,3.0,1.0,3.0,0
4668,MK-8669,GELDANAMYCIN,HT144,25.17810212,4.0,4,3.0,1.0,3.0,0
4669,MK-8669,MK-8776,HT144,42.27239915,2.0,0,3.0,1.0,3.0,0
4670,MK-8669,SN-38,HT144,26.9966235,3.0,3,3.0,1.0,2.0,0
4671,MK-8669,SORAFENIB,HT144,15.50019608,4.0,2,3.0,1.0,1.0,0
4672,MK-8669,TOPOTECAN,HT144,33.45451181,2.0,0,3.0,1.0,4.0,0
4673,MRK-003,5-FU,HT144,8.948042748999999,0.0,0,4.0,1.0,3.0,0
4674,MRK-003,ABT-888,HT144,-6.530799872999999,0.0,4,4.0,1.0,1.0,0
4675,MRK-003,AZD1775,HT144,5.025997768,4.0,3,4.0,0.0,2.0,0
4676,MRK-003,BEZ-235,HT144,23.38097587,2.0,2,4.0,1.0,0.0,0
4677,MRK-003,BORTEZOMIB,HT144,-0.978051566,0.0,3,4.0,0.0,3.0,0
4678,MRK-003,CARBOPLATIN,HT144,0.099552607,2.0,2,4.0,1.0,4.0,0
4679,MRK-003,CYCLOPHOSPHAMIDE,HT144,-9.86729681,4.0,2,4.0,0.0,2.0,0
4680,MRK-003,DASATINIB,HT144,-41.84289743,4.0,4,4.0,1.0,4.0,0
4681,MRK-003,DEXAMETHASONE,HT144,-6.784934135,1.0,4,4.0,0.0,1.0,0
4682,MRK-003,DINACICLIB,HT144,-3.505548798,4.0,4,4.0,1.0,4.0,0
4683,MRK-003,DOXORUBICIN,HT144,10.44420502,0.0,0,4.0,1.0,0.0,0
4684,MRK-003,ERLOTINIB,HT144,12.74027827,3.0,3,4.0,1.0,3.0,0
4685,MRK-003,ETOPOSIDE,HT144,21.88445585,1.0,0,4.0,1.0,1.0,0
4686,MRK-003,GELDANAMYCIN,HT144,4.224169038,3.0,2,4.0,1.0,1.0,0
4687,MRK-003,GEMCITABINE,HT144,7.646378505,4.0,2,4.0,1.0,4.0,0
4688,MRK-003,L778123,HT144,8.59544967,3.0,3,4.0,1.0,4.0,0
4689,MRK-003,LAPATINIB,HT144,20.88250728,1.0,2,4.0,1.0,0.0,0
4690,MRK-003,METFORMIN,HT144,10.77969101,4.0,2,4.0,1.0,4.0,0
4691,MRK-003,METHOTREXATE,HT144,-5.913918535,2.0,3,4.0,1.0,1.0,0
4692,MRK-003,MITOMYCINE,HT144,7.1009508289999985,1.0,0,4.0,1.0,2.0,0
4693,MRK-003,MK-2206,HT144,14.09822274,3.0,0,4.0,1.0,3.0,0
4694,MRK-003,MK-4827,HT144,3.031169829,0.0,4,4.0,1.0,4.0,0
4695,MRK-003,MK-5108,HT144,-6.399787334,4.0,0,4.0,1.0,2.0,0
4696,MRK-003,MK-8669,HT144,13.17852035,1.0,4,4.0,1.0,3.0,0
4697,MRK-003,MK-8776,HT144,8.946612573,1.0,0,4.0,1.0,1.0,0
4698,MRK-003,PACLITAXEL,HT144,37.36052071,3.0,4,4.0,1.0,1.0,0
4699,MRK-003,PD325901,HT144,16.81826664,0.0,4,4.0,1.0,3.0,0
4700,MRK-003,SN-38,HT144,18.27207237,2.0,4,4.0,1.0,4.0,0
4701,MRK-003,SORAFENIB,HT144,15.9938666,1.0,2,4.0,1.0,1.0,0
4702,MRK-003,SUNITINIB,HT144,10.35511467,0.0,2,4.0,1.0,4.0,0
4703,MRK-003,TOPOTECAN,HT144,12.66038392,2.0,2,4.0,1.0,4.0,0
4704,MRK-003,VINBLASTINE,HT144,39.89326817,1.0,4,4.0,1.0,0.0,0
4705,MRK-003,VINORELBINE,HT144,16.92441457,2.0,3,4.0,1.0,3.0,0
4706,MRK-003,ZOLINZA,HT144,1.0609062,0.0,4,4.0,1.0,4.0,0
4707,PACLITAXEL,ABT-888,HT144,6.48639213,0.0,2,1.0,1.0,4.0,0
4708,PACLITAXEL,AZD1775,HT144,28.69024646,4.0,3,1.0,0.0,0.0,0
4709,PACLITAXEL,BEZ-235,HT144,27.10803313,3.0,3,1.0,1.0,3.0,0
4710,PACLITAXEL,BORTEZOMIB,HT144,-9.027209617999999,4.0,2,1.0,0.0,4.0,0
4711,PACLITAXEL,DASATINIB,HT144,-1.905618141,0.0,2,1.0,1.0,2.0,0
4712,PACLITAXEL,DINACICLIB,HT144,14.59979742,4.0,3,1.0,1.0,1.0,0
4713,PACLITAXEL,ERLOTINIB,HT144,26.07666412,4.0,3,1.0,1.0,4.0,0
4714,PACLITAXEL,GELDANAMYCIN,HT144,7.992490048,2.0,0,1.0,1.0,2.0,0
4715,PACLITAXEL,L778123,HT144,19.49297643,0.0,3,1.0,1.0,1.0,0
4716,PACLITAXEL,LAPATINIB,HT144,33.87573085,1.0,4,1.0,1.0,0.0,0
4717,PACLITAXEL,MK-2206,HT144,50.9467603,2.0,2,1.0,1.0,3.0,0
4718,PACLITAXEL,MK-4827,HT144,-14.9547984,2.0,4,1.0,1.0,1.0,0
4719,PACLITAXEL,MK-5108,HT144,21.77999888,1.0,4,1.0,1.0,0.0,0
4720,PACLITAXEL,MK-8669,HT144,39.53216094,4.0,2,1.0,1.0,1.0,0
4721,PACLITAXEL,MK-8776,HT144,9.684516174,0.0,0,1.0,1.0,4.0,0
4722,PACLITAXEL,PD325901,HT144,39.23831374,4.0,3,1.0,1.0,4.0,0
4723,PACLITAXEL,SORAFENIB,HT144,6.957730701,4.0,4,1.0,1.0,2.0,0
4724,PACLITAXEL,SUNITINIB,HT144,11.32724195,0.0,4,1.0,1.0,2.0,0
4725,PACLITAXEL,ZOLINZA,HT144,17.65864952,3.0,3,1.0,1.0,4.0,0
4726,PD325901,ABT-888,HT144,1.473418749,2.0,4,0.0,1.0,1.0,0
4727,PD325901,BEZ-235,HT144,43.96735962,2.0,3,0.0,1.0,4.0,0
4728,PD325901,BORTEZOMIB,HT144,0.272682515,4.0,2,0.0,0.0,2.0,0
4729,PD325901,DASATINIB,HT144,-54.10049698,3.0,2,0.0,1.0,2.0,0
4730,PD325901,DINACICLIB,HT144,-0.420816145,0.0,4,0.0,1.0,0.0,0
4731,PD325901,GELDANAMYCIN,HT144,12.11514704,2.0,0,0.0,1.0,4.0,0
4732,PD325901,MK-8669,HT144,39.98456586,1.0,0,0.0,1.0,4.0,0
4733,PD325901,MK-8776,HT144,-176.1606766,2.0,0,0.0,1.0,1.0,0
4734,PD325901,SN-38,HT144,19.07191144,2.0,0,0.0,1.0,0.0,0
4735,PD325901,SORAFENIB,HT144,16.4040749,0.0,0,0.0,1.0,3.0,0
4736,PD325901,TOPOTECAN,HT144,30.22445686,2.0,2,0.0,1.0,1.0,0
4737,SN-38,DINACICLIB,HT144,-10.90444835,0.0,0,1.0,1.0,3.0,0
4738,SN-38,MK-8776,HT144,10.14968548,0.0,3,1.0,1.0,0.0,0
4739,SN-38,SORAFENIB,HT144,12.04118184,2.0,3,1.0,1.0,2.0,0
4740,SORAFENIB,DINACICLIB,HT144,-2.989873827,1.0,2,1.0,1.0,4.0,0
4741,SORAFENIB,MK-8776,HT144,6.612041136,4.0,2,1.0,1.0,3.0,0
4742,SUNITINIB,ABT-888,HT144,1.151163132,4.0,4,1.0,1.0,3.0,0
4743,SUNITINIB,AZD1775,HT144,1.980821799,2.0,2,1.0,0.0,0.0,0
4744,SUNITINIB,BEZ-235,HT144,13.7282441,1.0,3,1.0,1.0,0.0,0
4745,SUNITINIB,BORTEZOMIB,HT144,-6.670205292,4.0,0,1.0,0.0,4.0,0
4746,SUNITINIB,DASATINIB,HT144,-5.942262492,1.0,0,1.0,1.0,3.0,0
4747,SUNITINIB,DINACICLIB,HT144,8.981617364,0.0,2,1.0,1.0,1.0,0
4748,SUNITINIB,ERLOTINIB,HT144,6.292750732999999,2.0,2,1.0,1.0,3.0,0
4749,SUNITINIB,GELDANAMYCIN,HT144,3.039093685,3.0,2,1.0,1.0,1.0,0
4750,SUNITINIB,LAPATINIB,HT144,22.64869753,3.0,3,1.0,1.0,2.0,0
4751,SUNITINIB,MK-2206,HT144,23.43195844,2.0,0,1.0,1.0,2.0,0
4752,SUNITINIB,MK-4827,HT144,-0.10733779,1.0,3,1.0,1.0,0.0,0
4753,SUNITINIB,MK-5108,HT144,-0.989572305,0.0,3,1.0,1.0,3.0,0
4754,SUNITINIB,MK-8669,HT144,35.08260116,4.0,2,1.0,1.0,1.0,0
4755,SUNITINIB,MK-8776,HT144,8.404933042,2.0,4,1.0,1.0,2.0,0
4756,SUNITINIB,PD325901,HT144,5.88203857,4.0,3,1.0,1.0,1.0,0
4757,SUNITINIB,SN-38,HT144,8.511313546,1.0,0,1.0,1.0,0.0,0
4758,SUNITINIB,SORAFENIB,HT144,1.86589458,3.0,3,1.0,1.0,2.0,0
4759,SUNITINIB,TOPOTECAN,HT144,-6.779262802000001,2.0,2,1.0,1.0,2.0,0
4760,TOPOTECAN,BEZ-235,HT144,48.75629793,1.0,0,0.0,1.0,2.0,0
4761,TOPOTECAN,DINACICLIB,HT144,9.842055344,2.0,3,0.0,1.0,4.0,0
4762,TOPOTECAN,MK-8776,HT144,28.50008464,4.0,3,0.0,1.0,2.0,0
4763,TOPOTECAN,SORAFENIB,HT144,5.481139474,2.0,4,0.0,1.0,3.0,0
4764,VINBLASTINE,ABT-888,HT144,-31.95203457,3.0,3,1.0,1.0,1.0,0
4765,VINBLASTINE,AZD1775,HT144,11.82619061,1.0,3,1.0,0.0,2.0,0
4766,VINBLASTINE,BEZ-235,HT144,37.59751525,2.0,0,1.0,1.0,3.0,0
4767,VINBLASTINE,BORTEZOMIB,HT144,-17.85957742,1.0,4,1.0,0.0,0.0,0
4768,VINBLASTINE,DASATINIB,HT144,-39.59713445,0.0,2,1.0,1.0,0.0,0
4769,VINBLASTINE,DINACICLIB,HT144,-13.64174523,0.0,0,1.0,1.0,0.0,0
4770,VINBLASTINE,ERLOTINIB,HT144,33.69883247,,0,1.0,1.0,3.0,0
4771,VINBLASTINE,GELDANAMYCIN,HT144,-17.92428323,1.0,2,1.0,1.0,3.0,0
4772,VINBLASTINE,L778123,HT144,28.3572738,2.0,0,1.0,1.0,3.0,0
4773,VINBLASTINE,LAPATINIB,HT144,6.7241435460000005,4.0,3,1.0,1.0,2.0,0
4774,VINBLASTINE,MK-2206,HT144,24.67751112,0.0,0,1.0,1.0,4.0,0
4775,VINBLASTINE,MK-4827,HT144,-2.444380765,4.0,2,1.0,1.0,2.0,0
4776,VINBLASTINE,MK-5108,HT144,13.58100809,2.0,4,1.0,1.0,3.0,0
4777,VINBLASTINE,MK-8669,HT144,23.29859282,0.0,3,1.0,1.0,3.0,0
4778,VINBLASTINE,MK-8776,HT144,7.8578347960000015,0.0,0,1.0,1.0,3.0,0
4779,VINBLASTINE,PD325901,HT144,24.45758398,4.0,0,1.0,1.0,2.0,0
4780,VINBLASTINE,SORAFENIB,HT144,17.87219181,1.0,3,1.0,1.0,2.0,0
4781,VINBLASTINE,SUNITINIB,HT144,7.009757364,2.0,4,1.0,1.0,2.0,0
4782,VINBLASTINE,ZOLINZA,HT144,2.203437311,1.0,4,1.0,1.0,0.0,0
4783,VINORELBINE,ABT-888,HT144,-3.374578758,3.0,4,3.0,1.0,0.0,0
4784,VINORELBINE,AZD1775,HT144,5.334562836,4.0,0,3.0,0.0,1.0,0
4785,VINORELBINE,BEZ-235,HT144,39.3234412,4.0,3,3.0,1.0,2.0,0
4786,VINORELBINE,BORTEZOMIB,HT144,-9.779495746,3.0,3,3.0,0.0,2.0,0
4787,VINORELBINE,DASATINIB,HT144,-35.84801821,2.0,3,3.0,1.0,3.0,0
4788,VINORELBINE,DINACICLIB,HT144,-0.034825487999999995,2.0,3,3.0,1.0,1.0,0
4789,VINORELBINE,ERLOTINIB,HT144,23.93883862,1.0,4,3.0,1.0,2.0,0
4790,VINORELBINE,GELDANAMYCIN,HT144,2.029179621,2.0,2,3.0,1.0,1.0,0
4791,VINORELBINE,LAPATINIB,HT144,18.96848535,1.0,4,3.0,1.0,2.0,0
4792,VINORELBINE,MK-2206,HT144,24.04190157,0.0,4,3.0,1.0,1.0,0
4793,VINORELBINE,MK-4827,HT144,-36.68971871,4.0,3,3.0,1.0,2.0,0
4794,VINORELBINE,MK-5108,HT144,-14.14444788,3.0,0,3.0,1.0,2.0,0
4795,VINORELBINE,MK-8669,HT144,11.84330102,3.0,2,3.0,1.0,4.0,0
4796,VINORELBINE,MK-8776,HT144,6.485989277000001,1.0,4,3.0,1.0,1.0,0
4797,VINORELBINE,PD325901,HT144,31.86028838,1.0,4,3.0,1.0,4.0,0
4798,VINORELBINE,SORAFENIB,HT144,6.383515012,1.0,4,3.0,1.0,0.0,0
4799,VINORELBINE,SUNITINIB,HT144,9.677691195,2.0,4,3.0,1.0,1.0,0
4800,VINORELBINE,ZOLINZA,HT144,-0.7270334070000001,1.0,4,3.0,1.0,2.0,0
4801,ZOLINZA,ABT-888,HT144,5.7066157770000006,2.0,0,4.0,1.0,3.0,0
4802,ZOLINZA,AZD1775,HT144,-0.485421848,4.0,2,4.0,0.0,0.0,0
4803,ZOLINZA,BEZ-235,HT144,8.448808494,1.0,3,4.0,1.0,4.0,0
4804,ZOLINZA,BORTEZOMIB,HT144,4.11402289,4.0,2,4.0,0.0,1.0,0
4805,ZOLINZA,DASATINIB,HT144,33.79447822,3.0,4,4.0,1.0,4.0,0
4806,ZOLINZA,DINACICLIB,HT144,-21.20289089,0.0,2,4.0,1.0,0.0,0
4807,ZOLINZA,ERLOTINIB,HT144,12.38024411,4.0,4,4.0,1.0,1.0,0
4808,ZOLINZA,GELDANAMYCIN,HT144,-23.88728481,2.0,4,4.0,1.0,2.0,0
4809,ZOLINZA,GEMCITABINE,HT144,13.04985784,2.0,0,4.0,1.0,3.0,0
4810,ZOLINZA,LAPATINIB,HT144,9.330080367,2.0,0,4.0,1.0,2.0,0
4811,ZOLINZA,MK-2206,HT144,16.79384216,4.0,2,4.0,1.0,0.0,0
4812,ZOLINZA,MK-4827,HT144,7.046579824,1.0,0,4.0,1.0,1.0,0
4813,ZOLINZA,MK-5108,HT144,2.85255572,0.0,2,4.0,1.0,0.0,0
4814,ZOLINZA,MK-8669,HT144,8.064823451,0.0,0,4.0,1.0,3.0,0
4815,ZOLINZA,MK-8776,HT144,21.50192963,1.0,0,4.0,1.0,2.0,0
4816,ZOLINZA,PD325901,HT144,-30.72342614,2.0,2,4.0,1.0,4.0,0
4817,ZOLINZA,SN-38,HT144,8.325985232999999,0.0,4,4.0,1.0,4.0,0
4818,ZOLINZA,SORAFENIB,HT144,-8.564026616,0.0,2,4.0,1.0,3.0,0
4819,ZOLINZA,SUNITINIB,HT144,-10.84233331,3.0,4,4.0,1.0,1.0,0
4820,ZOLINZA,TOPOTECAN,HT144,9.121469737,2.0,0,4.0,1.0,0.0,0
4821,5-FU,ABT-888,HT29,10.17343391,2.0,3,1.0,1.0,4.0,0
4822,5-FU,AZD1775,HT29,-2.7122052410000004,1.0,3,1.0,0.0,4.0,0
4823,5-FU,BEZ-235,HT29,11.89580272,1.0,3,1.0,1.0,1.0,0
4824,5-FU,BORTEZOMIB,HT29,-15.95161347,2.0,3,1.0,0.0,4.0,0
4825,5-FU,DASATINIB,HT29,17.06698076,1.0,0,1.0,1.0,3.0,0
4826,5-FU,DINACICLIB,HT29,-2.539408744,0.0,4,1.0,1.0,2.0,0
4827,5-FU,ERLOTINIB,HT29,11.33747162,3.0,2,1.0,1.0,3.0,0
4828,5-FU,GELDANAMYCIN,HT29,-3.946071269,4.0,0,1.0,1.0,0.0,0
4829,5-FU,L778123,HT29,17.54397425,1.0,2,1.0,1.0,1.0,0
4830,5-FU,LAPATINIB,HT29,4.533085635,1.0,4,1.0,1.0,3.0,0
4831,5-FU,MK-2206,HT29,15.70450582,2.0,2,1.0,1.0,3.0,0
4832,5-FU,MK-4827,HT29,3.2803166060000004,3.0,4,1.0,1.0,2.0,0
4833,5-FU,MK-5108,HT29,12.43049188,2.0,3,1.0,1.0,3.0,0
4834,5-FU,MK-8669,HT29,11.81057599,0.0,4,1.0,1.0,4.0,0
4835,5-FU,MK-8776,HT29,8.391735723,4.0,3,1.0,1.0,4.0,0
4836,5-FU,MK-8776,HT29,18.47134855,4.0,2,1.0,1.0,4.0,0
4837,5-FU,PD325901,HT29,3.150589534,0.0,2,1.0,1.0,4.0,0
4838,5-FU,SORAFENIB,HT29,-3.551610833,2.0,0,1.0,1.0,1.0,0
4839,5-FU,SUNITINIB,HT29,3.3790463980000003,3.0,2,1.0,1.0,0.0,0
4840,5-FU,ZOLINZA,HT29,-1.42768389,2.0,0,1.0,1.0,4.0,0
4841,ABT-888,BEZ-235,HT29,24.14577087,3.0,3,4.0,1.0,1.0,0
4842,ABT-888,DINACICLIB,HT29,6.953406922,4.0,0,4.0,1.0,0.0,0
4843,ABT-888,GELDANAMYCIN,HT29,-4.782981467,3.0,3,4.0,1.0,1.0,0
4844,ABT-888,MK-8669,HT29,5.079119264,1.0,3,4.0,1.0,3.0,0
4845,ABT-888,MK-8776,HT29,-1.957588732,4.0,2,4.0,1.0,2.0,0
4846,ABT-888,SN-38,HT29,9.5417494,0.0,4,4.0,1.0,0.0,0
4847,ABT-888,SORAFENIB,HT29,3.777313148,1.0,2,4.0,1.0,3.0,0
4848,ABT-888,TOPOTECAN,HT29,-13.74201482,,4,4.0,1.0,1.0,0
4849,AZD1775,ABT-888,HT29,4.344155873,2.0,3,4.0,0.0,4.0,0
4850,AZD1775,BEZ-235,HT29,25.98448167,4.0,0,4.0,0.0,1.0,0
4851,AZD1775,BEZ-235,HT29,0.505516738,4.0,3,4.0,0.0,1.0,0
4852,AZD1775,BORTEZOMIB,HT29,-18.92954483,2.0,0,4.0,0.0,3.0,0
4853,AZD1775,DASATINIB,HT29,24.24402391,3.0,2,4.0,0.0,0.0,0
4854,AZD1775,DASATINIB,HT29,10.2091396,3.0,0,4.0,0.0,0.0,0
4855,AZD1775,DINACICLIB,HT29,-8.139024226,0.0,0,4.0,0.0,0.0,0
4856,AZD1775,ERLOTINIB,HT29,7.562351845,3.0,4,4.0,0.0,3.0,0
4857,AZD1775,GELDANAMYCIN,HT29,-9.885905517000001,1.0,2,4.0,0.0,4.0,0
4858,AZD1775,LAPATINIB,HT29,-0.763121553,3.0,4,4.0,0.0,1.0,0
4859,AZD1775,MK-2206,HT29,9.462540994,4.0,3,4.0,0.0,3.0,0
4860,AZD1775,MK-4827,HT29,8.548355313,1.0,3,4.0,0.0,1.0,0
4861,AZD1775,MK-5108,HT29,3.625499405,0.0,4,4.0,0.0,2.0,0
4862,AZD1775,MK-8669,HT29,22.90490363,4.0,2,4.0,0.0,1.0,0
4863,AZD1775,MK-8776,HT29,59.40748145,3.0,0,4.0,0.0,1.0,0
4864,AZD1775,MK-8776,HT29,54.90036091,3.0,3,4.0,0.0,1.0,0
4865,AZD1775,PD325901,HT29,1.938415067,4.0,2,4.0,0.0,0.0,0
4866,AZD1775,SN-38,HT29,8.858667608,0.0,2,4.0,0.0,0.0,0
4867,AZD1775,SORAFENIB,HT29,-7.323390905,1.0,2,4.0,0.0,0.0,0
4868,AZD1775,TOPOTECAN,HT29,11.67174548,3.0,0,4.0,0.0,1.0,0
4869,BEZ-235,DINACICLIB,HT29,9.645946789,0.0,0,2.0,1.0,2.0,0
4870,BEZ-235,MK-8776,HT29,29.98637422,2.0,3,2.0,1.0,2.0,0
4871,BEZ-235,SN-38,HT29,17.36395731,4.0,3,2.0,1.0,3.0,0
4872,BEZ-235,SORAFENIB,HT29,14.39042359,1.0,2,2.0,1.0,4.0,0
4873,BEZ-235,MK-8776,HT29,29.98637422,1.0,0,2.0,1.0,2.0,0
4874,BORTEZOMIB,BEZ-235,HT29,0.975639199,2.0,0,2.0,0.0,3.0,0
4875,BORTEZOMIB,DASATINIB,HT29,-4.76018466,2.0,2,2.0,0.0,1.0,0
4876,BORTEZOMIB,DINACICLIB,HT29,-20.60522746,1.0,4,2.0,0.0,2.0,0
4877,BORTEZOMIB,GELDANAMYCIN,HT29,-30.91418954,4.0,2,2.0,0.0,2.0,0
4878,BORTEZOMIB,MK-8669,HT29,-16.90233122,1.0,2,2.0,0.0,3.0,0
4879,BORTEZOMIB,MK-8776,HT29,-18.4238796,3.0,4,2.0,0.0,3.0,0
4880,BORTEZOMIB,SN-38,HT29,-22.62474929,2.0,0,2.0,0.0,1.0,0
4881,BORTEZOMIB,SORAFENIB,HT29,-14.24369719,1.0,4,2.0,0.0,4.0,0
4882,BORTEZOMIB,TOPOTECAN,HT29,-18.18157992,3.0,0,2.0,0.0,1.0,0
4883,CARBOPLATIN,ABT-888,HT29,0.767224605,1.0,2,2.0,1.0,4.0,0
4884,CARBOPLATIN,AZD1775,HT29,12.29236402,0.0,2,2.0,0.0,0.0,0
4885,CARBOPLATIN,BEZ-235,HT29,33.24999869,2.0,0,2.0,1.0,0.0,0
4886,CARBOPLATIN,BORTEZOMIB,HT29,-14.87691148,1.0,2,2.0,0.0,0.0,0
4887,CARBOPLATIN,DASATINIB,HT29,14.89429346,0.0,2,2.0,1.0,4.0,0
4888,CARBOPLATIN,DINACICLIB,HT29,-6.729760429,1.0,4,2.0,1.0,4.0,0
4889,CARBOPLATIN,ERLOTINIB,HT29,5.890655895,0.0,4,2.0,1.0,0.0,0
4890,CARBOPLATIN,GELDANAMYCIN,HT29,-14.20824045,1.0,0,2.0,1.0,1.0,0
4891,CARBOPLATIN,L778123,HT29,12.78179388,3.0,3,2.0,1.0,2.0,0
4892,CARBOPLATIN,LAPATINIB,HT29,6.492061958,4.0,3,2.0,1.0,1.0,0
4893,CARBOPLATIN,MK-2206,HT29,16.46729176,4.0,2,2.0,1.0,2.0,0
4894,CARBOPLATIN,MK-4827,HT29,13.19481474,2.0,0,2.0,1.0,3.0,0
4895,CARBOPLATIN,MK-5108,HT29,8.40951318,4.0,3,2.0,1.0,0.0,0
4896,CARBOPLATIN,MK-8669,HT29,26.92639087,1.0,0,2.0,1.0,0.0,0
4897,CARBOPLATIN,MK-8776,HT29,10.67589734,3.0,0,2.0,1.0,2.0,0
4898,CARBOPLATIN,PD325901,HT29,-11.69085555,3.0,3,2.0,1.0,1.0,0
4899,CARBOPLATIN,SORAFENIB,HT29,-12.76639355,1.0,4,2.0,1.0,0.0,0
4900,CARBOPLATIN,SUNITINIB,HT29,10.59854304,2.0,3,2.0,1.0,4.0,0
4901,CARBOPLATIN,ZOLINZA,HT29,13.81386298,4.0,4,2.0,1.0,3.0,0
4902,CYCLOPHOSPHAMIDE,ABT-888,HT29,0.672920289,0.0,3,3.0,0.0,3.0,0
4903,CYCLOPHOSPHAMIDE,AZD1775,HT29,9.675348226,0.0,2,3.0,0.0,3.0,0
4904,CYCLOPHOSPHAMIDE,BEZ-235,HT29,27.56912056,1.0,4,3.0,0.0,0.0,0
4905,CYCLOPHOSPHAMIDE,BORTEZOMIB,HT29,-16.67612259,0.0,3,3.0,0.0,3.0,0
4906,CYCLOPHOSPHAMIDE,DASATINIB,HT29,14.43630229,1.0,0,3.0,0.0,1.0,0
4907,CYCLOPHOSPHAMIDE,DINACICLIB,HT29,0.49146032,1.0,0,3.0,0.0,0.0,0
4908,CYCLOPHOSPHAMIDE,ERLOTINIB,HT29,2.169800073,0.0,0,3.0,0.0,3.0,0
