Compound,Channel,Experiment,Dose,Response
Cyclophosphamide,OV90,2,0.04,-3.0
Cyclophosphamide,OV90,3,0.04,0.20000000000000284
Cyclophosphamide,OV90,4,0.04,10.299999999999997
Cyclophosphamide,OV90,5,0.04,8.099999999999994
Cyclophosphamide,OV90,0,0.12,6.699999999999989
Cyclophosphamide,OV90,1,0.12,0.5999999999999943
Cyclophosphamide,OV90,2,0.12,4.700000000000003
Cyclophosphamide,OV90,3,0.12,6.5
Cyclophosphamide,OV90,4,0.12,4.6000000000000085
Cyclophosphamide,OV90,5,0.12,-2.4000000000000057
Cyclophosphamide,OV90,0,0.37,1.4000000000000057
Cyclophosphamide,OV90,1,0.37,-0.09999999999999432
Cyclophosphamide,OV90,2,0.37,-3.200000000000003
Cyclophosphamide,OV90,3,0.37,8.299999999999997
Cyclophosphamide,OV90,4,0.37,-5.699999999999989
Cyclophosphamide,OV90,5,0.37,-5.699999999999989
Cyclophosphamide,OV90,0,1.1,11.799999999999997
Cyclophosphamide,OV90,1,1.1,9.899999999999991
Cyclophosphamide,OV90,2,1.1,2.1000000000000085
Cyclophosphamide,OV90,3,1.1,1.9000000000000057
Cyclophosphamide,OV90,4,1.1,-0.09999999999999432
Cyclophosphamide,OV90,5,1.1,-0.5999999999999943
Cyclophosphamide,OV90,0,3.4,-4.299999999999997
Cyclophosphamide,OV90,1,3.4,-9.700000000000003
Cyclophosphamide,OV90,2,3.4,13.099999999999994
Cyclophosphamide,OV90,3,3.4,0.5999999999999943
Cyclophosphamide,OV90,4,3.4,-10.299999999999997
Cyclophosphamide,OV90,5,3.4,-2.6999999999999886
Cyclophosphamide,OV90,0,10.0,10.200000000000003
Cyclophosphamide,OV90,1,10.0,7.699999999999989
Cyclophosphamide,OV90,2,10.0,-5.699999999999989
Cyclophosphamide,OV90,3,10.0,-9.600000000000009
Cyclophosphamide,OV90,4,10.0,-0.8999999999999915
Cyclophosphamide,OV90,5,10.0,-1.6999999999999886
Cyclophosphamide,OVCAR3,0,0.0045,13.900000000000006
Cyclophosphamide,OVCAR3,1,0.0045,-1.299999999999983
Cyclophosphamide,OVCAR3,2,0.0045,-8.200000000000003
Cyclophosphamide,OVCAR3,3,0.0045,-8.700000000000003
Cyclophosphamide,OVCAR3,4,0.0045,9.0
Cyclophosphamide,OVCAR3,5,0.0045,2.4000000000000057
Cyclophosphamide,OVCAR3,0,0.014,-1.299999999999983
Cyclophosphamide,OVCAR3,1,0.014,1.0999999999999943
Cyclophosphamide,OVCAR3,2,0.014,-15.299999999999997
Cyclophosphamide,OVCAR3,3,0.014,-4.299999999999997
Cyclophosphamide,OVCAR3,4,0.014,-14.799999999999997
Cyclophosphamide,OVCAR3,5,0.014,-7.800000000000011
Cyclophosphamide,OVCAR3,0,0.04,-0.7999999999999972
Cyclophosphamide,OVCAR3,1,0.04,-3.799999999999997
Cyclophosphamide,OVCAR3,2,0.04,-0.20000000000000284
Cyclophosphamide,OVCAR3,3,0.04,-10.700000000000003
Cyclophosphamide,OVCAR3,4,0.04,17.799999999999997
Cyclophosphamide,OVCAR3,5,0.04,-9.000000000000014
Cyclophosphamide,OVCAR3,0,0.12,2.9000000000000057
Cyclophosphamide,OVCAR3,1,0.12,-5.800000000000011
Cyclophosphamide,OVCAR3,2,0.12,7.3999999999999915
Cyclophosphamide,OVCAR3,3,0.12,-16.599999999999994
Cyclophosphamide,OVCAR3,4,0.12,-5.6000000000000085
Cyclophosphamide,OVCAR3,5,0.12,6.1000000000000085
Cyclophosphamide,OVCAR3,0,0.37,-17.19999999999999
Cyclophosphamide,OVCAR3,1,0.37,-16.5
Cyclophosphamide,OVCAR3,2,0.37,-7.0
Cyclophosphamide,OVCAR3,3,0.37,-7.299999999999997
Cyclophosphamide,OVCAR3,4,0.37,-23.10000000000001
Cyclophosphamide,OVCAR3,5,0.37,-8.700000000000003
Cyclophosphamide,OVCAR3,0,1.1,12.700000000000003
Cyclophosphamide,OVCAR3,1,1.1,2.1000000000000085
Cyclophosphamide,OVCAR3,2,1.1,-11.700000000000003
Cyclophosphamide,OVCAR3,3,1.1,-1.6999999999999886
Cyclophosphamide,OVCAR3,4,1.1,-34.30000000000001
Cyclophosphamide,OVCAR3,5,1.1,-3.6999999999999886
Cyclophosphamide,OVCAR3,0,3.4,-14.5
Cyclophosphamide,OVCAR3,1,3.4,7.599999999999994
Cyclophosphamide,OVCAR3,2,3.4,-1.2000000000000028
Cyclophosphamide,OVCAR3,3,3.4,2.700000000000003
Cyclophosphamide,OVCAR3,4,3.4,-19.799999999999997
Cyclophosphamide,OVCAR3,5,3.4,-5.699999999999989
Cyclophosphamide,OVCAR3,0,10.0,-7.59999999999998
Cyclophosphamide,OVCAR3,1,10.0,-5.400000000000006
Cyclophosphamide,OVCAR3,2,10.0,-3.6999999999999886
Cyclophosphamide,OVCAR3,3,10.0,4.5
Cyclophosphamide,OVCAR3,4,10.0,-15.199999999999989
Cyclophosphamide,OVCAR3,5,10.0,-17.19999999999999
Cyclophosphamide,PA1,0,0.0045,12.099999999999994
Cyclophosphamide,PA1,1,0.0045,5.6000000000000085
Cyclophosphamide,PA1,2,0.0045,-10.200000000000003
Cyclophosphamide,PA1,3,0.0045,-6.699999999999989
Cyclophosphamide,PA1,4,0.0045,3.200000000000003
Cyclophosphamide,PA1,5,0.0045,8.700000000000003
Cyclophosphamide,PA1,0,0.014,17.200000000000003
Cyclophosphamide,PA1,1,0.014,7.3999999999999915
Cyclophosphamide,PA1,2,0.014,3.5
Cyclophosphamide,PA1,3,0.014,0.09999999999999432
Cyclophosphamide,PA1,4,0.014,-1.4999999999999858
Cyclophosphamide,PA1,5,0.014,-6.099999999999994
Cyclophosphamide,PA1,0,0.04,23.599999999999994
Cyclophosphamide,PA1,1,0.04,18.0
Cyclophosphamide,PA1,2,0.04,-2.299999999999997
Cyclophosphamide,PA1,3,0.04,4.900000000000006
Cyclophosphamide,PA1,4,0.04,9.399999999999991
Cyclophosphamide,PA1,5,0.04,7.3999999999999915
Cyclophosphamide,PA1,0,0.12,13.0
Cyclophosphamide,PA1,1,0.12,1.7999999999999972
Cyclophosphamide,PA1,2,0.12,0.5999999999999943
Cyclophosphamide,PA1,3,0.12,8.0
Cyclophosphamide,PA1,4,0.12,-5.699999999999989
Cyclophosphamide,PA1,5,0.12,-8.899999999999991
Cyclophosphamide,PA1,0,0.37,-3.0
Cyclophosphamide,PA1,1,0.37,-3.6999999999999886
Cyclophosphamide,PA1,2,0.37,14.900000000000006
Cyclophosphamide,PA1,3,0.37,-1.299999999999983
Cyclophosphamide,PA1,4,0.37,-7.699999999999989
Cyclophosphamide,PA1,5,0.37,-8.299999999999997
Cyclophosphamide,PA1,0,1.1,-0.29999999999998295
Cyclophosphamide,PA1,1,1.1,-13.700000000000003
Cyclophosphamide,PA1,2,1.1,-8.099999999999994
Cyclophosphamide,PA1,3,1.1,-13.5
Cyclophosphamide,PA1,4,1.1,-1.5999999999999943
Cyclophosphamide,PA1,5,1.1,7.0
Cyclophosphamide,PA1,0,3.4,2.5
Cyclophosphamide,PA1,1,3.4,2.799999999999997
Cyclophosphamide,PA1,2,3.4,13.5
Cyclophosphamide,PA1,3,3.4,12.200000000000003
Cyclophosphamide,PA1,4,3.4,-24.200000000000003
Cyclophosphamide,PA1,5,3.4,-5.299999999999997
Cyclophosphamide,PA1,0,10.0,21.299999999999997
Cyclophosphamide,PA1,1,10.0,10.200000000000003
Cyclophosphamide,PA1,2,10.0,-2.4000000000000057
Cyclophosphamide,PA1,3,10.0,-11.299999999999997
Cyclophosphamide,PA1,4,10.0,-19.0
Cyclophosphamide,PA1,5,10.0,-19.30000000000001
Cyclophosphamide,RKO,0,0.0045,21.700000000000003
Cyclophosphamide,RKO,1,0.0045,26.0
Cyclophosphamide,RKO,2,0.0045,-3.499999999999986
Cyclophosphamide,RKO,3,0.0045,-1.8999999999999915
Cyclophosphamide,RKO,4,0.0045,-9.400000000000006
Cyclophosphamide,RKO,5,0.0045,-6.200000000000003
Cyclophosphamide,RKO,0,0.014,24.0
Cyclophosphamide,RKO,1,0.014,19.599999999999994
Cyclophosphamide,RKO,2,0.014,-5.6000000000000085
Cyclophosphamide,RKO,3,0.014,-3.4000000000000057
Cyclophosphamide,RKO,4,0.014,-5.200000000000003
Cyclophosphamide,RKO,5,0.014,-3.8999999999999915
Cyclophosphamide,RKO,0,0.04,14.700000000000003
Cyclophosphamide,RKO,1,0.04,23.599999999999994
Cyclophosphamide,RKO,2,0.04,-2.799999999999997
Cyclophosphamide,RKO,3,0.04,-5.299999999999997
Cyclophosphamide,RKO,4,0.04,-12.799999999999983
Cyclophosphamide,RKO,5,0.04,-3.6000000000000085
Cyclophosphamide,RKO,0,0.12,25.700000000000003
Cyclophosphamide,RKO,1,0.12,18.400000000000006
Cyclophosphamide,RKO,2,0.12,0.4000000000000057
Cyclophosphamide,RKO,3,0.12,0.20000000000000284
Cyclophosphamide,RKO,4,0.12,-1.0
Cyclophosphamide,RKO,5,0.12,-5.299999999999997
Cyclophosphamide,RKO,0,0.37,1.9000000000000057
Cyclophosphamide,RKO,1,0.37,0.09999999999999432
Cyclophosphamide,RKO,2,0.37,-2.8999999999999915
Cyclophosphamide,RKO,3,0.37,-12.700000000000003
Cyclophosphamide,RKO,4,0.37,0.0
Cyclophosphamide,RKO,5,0.37,6.699999999999989
Cyclophosphamide,RKO,0,1.1,-2.200000000000003
Cyclophosphamide,RKO,1,1.1,19.0
Cyclophosphamide,RKO,2,1.1,-12.200000000000017
Cyclophosphamide,RKO,3,1.1,-7.699999999999989
Cyclophosphamide,RKO,4,1.1,5.900000000000006
Cyclophosphamide,RKO,5,1.1,2.200000000000003
Cyclophosphamide,RKO,0,3.4,-5.5
Cyclophosphamide,RKO,1,3.4,-5.299999999999997
Cyclophosphamide,RKO,2,3.4,-6.8999999999999915
Cyclophosphamide,RKO,3,3.4,-4.6000000000000085
Cyclophosphamide,RKO,4,3.4,-1.2000000000000028
Cyclophosphamide,RKO,5,3.4,-5.6000000000000085
Cyclophosphamide,RKO,0,10.0,3.4000000000000057
Cyclophosphamide,RKO,1,10.0,11.299999999999997
Cyclophosphamide,RKO,2,10.0,-21.900000000000006
Cyclophosphamide,RKO,3,10.0,-20.599999999999994
Cyclophosphamide,RKO,4,10.0,-0.8999999999999915
Cyclophosphamide,RKO,5,10.0,2.799999999999997
Cyclophosphamide,RPMI7951,0,0.0045,4.299999999999997
Cyclophosphamide,RPMI7951,1,0.0045,-4.099999999999994
Cyclophosphamide,RPMI7951,2,0.0045,-3.499999999999986
Cyclophosphamide,RPMI7951,3,0.0045,-4.800000000000011
Cyclophosphamide,RPMI7951,4,0.0045,-6.59999999999998
Cyclophosphamide,RPMI7951,5,0.0045,-4.0
Cyclophosphamide,RPMI7951,0,0.014,8.5
Cyclophosphamide,RPMI7951,1,0.014,2.799999999999997
Cyclophosphamide,RPMI7951,2,0.014,2.4000000000000057
Cyclophosphamide,RPMI7951,3,0.014,-5.299999999999997
Cyclophosphamide,RPMI7951,4,0.014,0.20000000000000284
Cyclophosphamide,RPMI7951,5,0.014,-4.800000000000011
Cyclophosphamide,RPMI7951,0,0.04,7.799999999999997
Cyclophosphamide,RPMI7951,1,0.04,-2.200000000000003
Cyclophosphamide,RPMI7951,2,0.04,-3.0999999999999943
Cyclophosphamide,RPMI7951,3,0.04,-5.400000000000006
Cyclophosphamide,RPMI7951,4,0.04,-11.200000000000017
Cyclophosphamide,RPMI7951,5,0.04,-2.6000000000000085
Cyclophosphamide,RPMI7951,0,0.12,2.700000000000003
Cyclophosphamide,RPMI7951,1,0.12,3.799999999999997
Cyclophosphamide,RPMI7951,2,0.12,1.4000000000000057
Cyclophosphamide,RPMI7951,3,0.12,-2.6999999999999886
Cyclophosphamide,RPMI7951,4,0.12,-5.099999999999994
Cyclophosphamide,RPMI7951,5,0.12,0.20000000000000284
Cyclophosphamide,RPMI7951,0,0.37,-0.8999999999999915
Cyclophosphamide,RPMI7951,1,0.37,-4.800000000000011
Cyclophosphamide,RPMI7951,2,0.37,-6.200000000000003
Cyclophosphamide,RPMI7951,3,0.37,0.9000000000000057
Cyclophosphamide,RPMI7951,4,0.37,-1.4000000000000057
Cyclophosphamide,RPMI7951,5,0.37,-1.2000000000000028
Cyclophosphamide,RPMI7951,0,1.1,-1.6999999999999886
Cyclophosphamide,RPMI7951,1,1.1,-2.299999999999997
Cyclophosphamide,RPMI7951,2,1.1,-4.0
Cyclophosphamide,RPMI7951,3,1.1,4.900000000000006
Cyclophosphamide,RPMI7951,4,1.1,-2.0999999999999943
Cyclophosphamide,RPMI7951,5,1.1,0.0
Cyclophosphamide,RPMI7951,0,3.4,-7.5
Cyclophosphamide,RPMI7951,1,3.4,-12.999999999999986
Cyclophosphamide,RPMI7951,2,3.4,-5.5
Cyclophosphamide,RPMI7951,3,3.4,-0.8999999999999915
Cyclophosphamide,RPMI7951,4,3.4,5.800000000000011
Cyclophosphamide,RPMI7951,5,3.4,-4.90000000000002
Cyclophosphamide,RPMI7951,0,10.0,-2.6000000000000085
Cyclophosphamide,RPMI7951,1,10.0,-9.299999999999997
Cyclophosphamide,RPMI7951,2,10.0,3.1000000000000085
Cyclophosphamide,RPMI7951,3,10.0,-1.299999999999983
Cyclophosphamide,RPMI7951,4,10.0,-1.8999999999999915
Cyclophosphamide,RPMI7951,5,10.0,2.4000000000000057
Cyclophosphamide,SKMEL30,0,0.0045,8.399999999999991
Cyclophosphamide,SKMEL30,1,0.0045,8.0
Cyclophosphamide,SKMEL30,2,0.0045,-16.19999999999999
Cyclophosphamide,SKMEL30,3,0.0045,-12.999999999999986
Cyclophosphamide,SKMEL30,4,0.0045,-29.400000000000006
Cyclophosphamide,SKMEL30,5,0.0045,-23.799999999999997
Cyclophosphamide,SKMEL30,0,0.014,7.299999999999997
Cyclophosphamide,SKMEL30,1,0.014,11.900000000000006
Cyclophosphamide,SKMEL30,2,0.014,-38.69999999999999
Cyclophosphamide,SKMEL30,3,0.014,-24.200000000000003
Cyclophosphamide,SKMEL30,4,0.014,-7.699999999999989
Cyclophosphamide,SKMEL30,5,0.014,-6.099999999999994
Cyclophosphamide,SKMEL30,0,0.04,10.0
Cyclophosphamide,SKMEL30,1,0.04,8.5
Cyclophosphamide,SKMEL30,2,0.04,-21.900000000000006
Cyclophosphamide,SKMEL30,3,0.04,-27.69999999999999
Cyclophosphamide,SKMEL30,4,0.04,-9.5
Cyclophosphamide,SKMEL30,5,0.04,-2.499999999999986
Cyclophosphamide,SKMEL30,0,0.12,9.700000000000003
Cyclophosphamide,SKMEL30,1,0.12,22.900000000000006
Cyclophosphamide,SKMEL30,2,0.12,-18.900000000000006
Cyclophosphamide,SKMEL30,3,0.12,-16.39999999999999
Cyclophosphamide,SKMEL30,4,0.12,-6.299999999999997
Cyclophosphamide,SKMEL30,5,0.12,-5.90000000000002
Cyclophosphamide,SKMEL30,0,0.37,-14.799999999999997
Cyclophosphamide,SKMEL30,1,0.37,-3.299999999999997
Cyclophosphamide,SKMEL30,2,0.37,-26.499999999999986
Cyclophosphamide,SKMEL30,3,0.37,-12.299999999999997
Cyclophosphamide,SKMEL30,4,0.37,-2.8999999999999915
Cyclophosphamide,SKMEL30,5,0.37,-1.2000000000000028
Cyclophosphamide,SKMEL30,0,1.1,3.6000000000000085
Cyclophosphamide,SKMEL30,1,1.1,15.299999999999997
Cyclophosphamide,SKMEL30,2,1.1,-38.599999999999994
Cyclophosphamide,SKMEL30,3,1.1,-14.099999999999994
Cyclophosphamide,SKMEL30,4,1.1,-8.600000000000009
Cyclophosphamide,SKMEL30,5,1.1,-4.5
Cyclophosphamide,SKMEL30,0,3.4,-22.500000000000014
Cyclophosphamide,SKMEL30,1,3.4,6.299999999999997
Cyclophosphamide,SKMEL30,2,3.4,-24.200000000000003
Cyclophosphamide,SKMEL30,3,3.4,-2.799999999999997
Cyclophosphamide,SKMEL30,4,3.4,-28.19999999999999
Cyclophosphamide,SKMEL30,5,3.4,-14.799999999999997
Cyclophosphamide,SKMEL30,0,10.0,4.299999999999997
Cyclophosphamide,SKMEL30,1,10.0,19.700000000000003
Cyclophosphamide,SKMEL30,2,10.0,-35.900000000000006
Cyclophosphamide,SKMEL30,3,10.0,-27.60000000000001
Cyclophosphamide,SKMEL30,4,10.0,-1.2000000000000028
Cyclophosphamide,SKMEL30,5,10.0,-5.6000000000000085
Cyclophosphamide,SKMES1,0,0.0045,-9.899999999999991
Cyclophosphamide,SKMES1,1,0.0045,-2.0999999999999943
Cyclophosphamide,SKMES1,2,0.0045,4.700000000000003
Cyclophosphamide,SKMES1,3,0.0045,-4.800000000000011
Cyclophosphamide,SKMES1,4,0.0045,-6.0
Cyclophosphamide,SKMES1,5,0.0045,-4.099999999999994
Cyclophosphamide,SKMES1,0,0.014,4.700000000000003
Cyclophosphamide,SKMES1,1,0.014,-2.6999999999999886
Cyclophosphamide,SKMES1,2,0.014,18.700000000000003
Cyclophosphamide,SKMES1,3,0.014,-0.7999999999999972
Cyclophosphamide,SKMES1,4,0.014,-5.699999999999989
Cyclophosphamide,SKMES1,5,0.014,9.700000000000003
Cyclophosphamide,SKMES1,0,0.04,7.3999999999999915
Cyclophosphamide,SKMES1,1,0.04,0.09999999999999432
Cyclophosphamide,SKMES1,2,0.04,-4.0
Cyclophosphamide,SKMES1,3,0.04,-13.099999999999994
Cyclophosphamide,SKMES1,4,0.04,8.299999999999997
Cyclophosphamide,SKMES1,5,0.04,0.5999999999999943
Cyclophosphamide,SKMES1,0,0.12,5.5
Cyclophosphamide,SKMES1,1,0.12,0.20000000000000284
Cyclophosphamide,SKMES1,2,0.12,6.200000000000003
Cyclophosphamide,SKMES1,3,0.12,3.200000000000003
Cyclophosphamide,SKMES1,4,0.12,-2.6000000000000085
Cyclophosphamide,SKMES1,5,0.12,-4.200000000000003
Cyclophosphamide,SKMES1,0,0.37,-11.900000000000006
Cyclophosphamide,SKMES1,1,0.37,-6.59999999999998
Cyclophosphamide,SKMES1,2,0.37,2.299999999999997
Cyclophosphamide,SKMES1,3,0.37,-14.799999999999997
Cyclophosphamide,SKMES1,4,0.37,-7.200000000000003
Cyclophosphamide,SKMES1,5,0.37,-17.900000000000006
Cyclophosphamide,SKMES1,0,1.1,20.700000000000003
Cyclophosphamide,SKMES1,1,1.1,15.5
Cyclophosphamide,SKMES1,2,1.1,-13.299999999999997
Cyclophosphamide,SKMES1,3,1.1,-13.999999999999986
Cyclophosphamide,SKMES1,4,1.1,-5.099999999999994
Cyclophosphamide,SKMES1,5,1.1,4.5
Cyclophosphamide,SKMES1,0,3.4,-7.400000000000006
Cyclophosphamide,SKMES1,1,3.4,4.5
Cyclophosphamide,SKMES1,2,3.4,2.4000000000000057
Cyclophosphamide,SKMES1,3,3.4,-5.800000000000011
Cyclophosphamide,SKMES1,4,3.4,-10.000000000000014
Cyclophosphamide,SKMES1,5,3.4,-3.4000000000000057
Cyclophosphamide,SKMES1,0,10.0,13.5
Cyclophosphamide,SKMES1,1,10.0,5.1000000000000085
Cyclophosphamide,SKMES1,2,10.0,-24.200000000000003
Cyclophosphamide,SKMES1,3,10.0,-21.0
Cyclophosphamide,SKMES1,4,10.0,0.7000000000000028
Cyclophosphamide,SKMES1,5,10.0,-6.400000000000006
Cyclophosphamide,SKOV3,0,0.0045,-9.200000000000003
Cyclophosphamide,SKOV3,1,0.0045,-10.700000000000003
Cyclophosphamide,SKOV3,2,0.0045,2.5
Cyclophosphamide,SKOV3,0,0.014,-6.400000000000006
Cyclophosphamide,SKOV3,1,0.014,1.2999999999999972
Cyclophosphamide,SKOV3,2,0.014,-4.0
Cyclophosphamide,SKOV3,0,0.04,-12.799999999999983
Cyclophosphamide,SKOV3,1,0.04,1.7000000000000028
Cyclophosphamide,SKOV3,2,0.04,5.700000000000003
Cyclophosphamide,SKOV3,0,0.12,2.0
Cyclophosphamide,SKOV3,1,0.12,-4.0
Cyclophosphamide,SKOV3,2,0.12,-5.400000000000006
Cyclophosphamide,SKOV3,0,0.37,-4.6000000000000085
Cyclophosphamide,SKOV3,1,0.37,-9.800000000000011
Cyclophosphamide,SKOV3,2,0.37,-3.8999999999999915
Cyclophosphamide,SKOV3,0,1.1,-3.200000000000003
Cyclophosphamide,SKOV3,1,1.1,-5.90000000000002
Cyclophosphamide,SKOV3,2,1.1,-3.799999999999997
Cyclophosphamide,SKOV3,0,3.4,-26.299999999999983
Cyclophosphamide,SKOV3,1,3.4,-2.0
Cyclophosphamide,SKOV3,2,3.4,2.0
Cyclophosphamide,SKOV3,0,10.0,7.799999999999997
Cyclophosphamide,SKOV3,1,10.0,-12.099999999999994
Cyclophosphamide,SKOV3,2,10.0,-10.800000000000011
Cyclophosphamide,SW620,0,0.0045,10.299999999999997
Cyclophosphamide,SW620,1,0.0045,8.399999999999991
Cyclophosphamide,SW620,2,0.0045,7.299999999999997
Cyclophosphamide,SW620,3,0.0045,-6.299999999999997
Cyclophosphamide,SW620,4,0.0045,-18.0
Cyclophosphamide,SW620,5,0.0045,-4.6000000000000085
Cyclophosphamide,SW620,0,0.014,-0.8999999999999915
Cyclophosphamide,SW620,1,0.014,2.700000000000003
Cyclophosphamide,SW620,2,0.014,14.700000000000003
Cyclophosphamide,SW620,3,0.014,6.599999999999994
Cyclophosphamide,SW620,4,0.014,6.5
Cyclophosphamide,SW620,5,0.014,6.8999999999999915
Cyclophosphamide,SW620,0,0.04,10.0
Cyclophosphamide,SW620,1,0.04,13.200000000000003
Cyclophosphamide,SW620,2,0.04,12.200000000000003
Cyclophosphamide,SW620,3,0.04,18.200000000000003
Cyclophosphamide,SW620,4,0.04,-6.699999999999989
Cyclophosphamide,SW620,5,0.04,-6.59999999999998
Cyclophosphamide,SW620,0,0.12,10.0
Cyclophosphamide,SW620,1,0.12,7.599999999999994
Cyclophosphamide,SW620,2,0.12,4.800000000000011
Cyclophosphamide,SW620,3,0.12,-3.499999999999986
Cyclophosphamide,SW620,4,0.12,6.599999999999994
Cyclophosphamide,SW620,5,0.12,-6.800000000000011
Cyclophosphamide,SW620,0,0.37,1.0999999999999943
Cyclophosphamide,SW620,1,0.37,-2.6000000000000085
Cyclophosphamide,SW620,2,0.37,-3.299999999999997
Cyclophosphamide,SW620,3,0.37,-1.2000000000000028
Cyclophosphamide,SW620,4,0.37,-3.799999999999997
Cyclophosphamide,SW620,5,0.37,-0.7999999999999972
Cyclophosphamide,SW620,0,1.1,-5.5
Cyclophosphamide,SW620,1,1.1,-11.5
Cyclophosphamide,SW620,2,1.1,-9.700000000000003
Cyclophosphamide,SW620,3,1.1,2.299999999999997
Cyclophosphamide,SW620,4,1.1,-5.90000000000002
Cyclophosphamide,SW620,5,1.1,7.299999999999997
Cyclophosphamide,SW620,0,3.4,-8.899999999999991
Cyclophosphamide,SW620,1,3.4,-4.5
Cyclophosphamide,SW620,2,3.4,-2.4000000000000057
Cyclophosphamide,SW620,3,3.4,-4.800000000000011
Cyclophosphamide,SW620,4,3.4,-5.400000000000006
Cyclophosphamide,SW620,5,3.4,-4.200000000000003
Cyclophosphamide,SW620,0,10.0,-4.800000000000011
Cyclophosphamide,SW620,1,10.0,-1.299999999999983
Cyclophosphamide,SW620,2,10.0,-43.69999999999999
Cyclophosphamide,SW620,3,10.0,-37.79999999999998
Cyclophosphamide,SW620,4,10.0,-4.5
Cyclophosphamide,SW620,5,10.0,-10.400000000000006
Cyclophosphamide,SW837,0,0.0045,-48.900000000000006
Cyclophosphamide,SW837,1,0.0045,-21.39999999999999
Cyclophosphamide,SW837,2,0.0045,-2.6999999999999886
Cyclophosphamide,SW837,3,0.0045,-10.600000000000009
Cyclophosphamide,SW837,4,0.0045,-9.5
Cyclophosphamide,SW837,5,0.0045,-17.10000000000001
Cyclophosphamide,SW837,0,0.014,2.5
Cyclophosphamide,SW837,1,0.014,-39.599999999999994
Cyclophosphamide,SW837,2,0.014,-12.5
Cyclophosphamide,SW837,3,0.014,-15.5
Cyclophosphamide,SW837,4,0.014,-7.400000000000006
Cyclophosphamide,SW837,5,0.014,11.799999999999997
Cyclophosphamide,SW837,0,0.04,-7.699999999999989
Cyclophosphamide,SW837,1,0.04,-1.6999999999999886
Cyclophosphamide,SW837,2,0.04,1.2999999999999972
Cyclophosphamide,SW837,3,0.04,-10.200000000000003
Cyclophosphamide,SW837,4,0.04,11.599999999999994
Cyclophosphamide,SW837,5,0.04,-10.700000000000003
Cyclophosphamide,SW837,0,0.12,-26.400000000000006
Cyclophosphamide,SW837,1,0.12,-44.5
Cyclophosphamide,SW837,2,0.12,-1.7999999999999972
Cyclophosphamide,SW837,3,0.12,-84.60000000000002
Cyclophosphamide,SW837,4,0.12,0.9000000000000057
Cyclophosphamide,SW837,5,0.12,-6.699999999999989
Cyclophosphamide,SW837,0,0.37,-26.099999999999994
Cyclophosphamide,SW837,1,0.37,64.4
Cyclophosphamide,SW837,2,0.37,2.5
Cyclophosphamide,SW837,3,0.37,-7.800000000000011
Cyclophosphamide,SW837,4,0.37,14.5
Cyclophosphamide,SW837,5,0.37,-5.299999999999997
Cyclophosphamide,SW837,0,1.1,-50.29999999999998
Cyclophosphamide,SW837,1,1.1,38.2
Cyclophosphamide,SW837,2,1.1,-29.400000000000006
Cyclophosphamide,SW837,3,1.1,5.5
Cyclophosphamide,SW837,4,1.1,7.099999999999994
Cyclophosphamide,SW837,5,1.1,11.599999999999994
Cyclophosphamide,SW837,0,3.4,2.1000000000000085
Cyclophosphamide,SW837,1,3.4,27.299999999999997
Cyclophosphamide,SW837,2,3.4,4.200000000000003
Cyclophosphamide,SW837,3,3.4,13.5
Cyclophosphamide,SW837,4,3.4,-24.599999999999994
Cyclophosphamide,SW837,5,3.4,62.4
Cyclophosphamide,SW837,0,10.0,20.900000000000006
Cyclophosphamide,SW837,1,10.0,31.299999999999997
Cyclophosphamide,SW837,2,10.0,-11.900000000000006
Cyclophosphamide,SW837,3,10.0,-17.30000000000001
Cyclophosphamide,SW837,4,10.0,7.099999999999994
Cyclophosphamide,SW837,5,10.0,2.6000000000000085
Cyclophosphamide,T47D,0,0.0045,-17.599999999999994
Cyclophosphamide,T47D,1,0.0045,15.400000000000006
Cyclophosphamide,T47D,2,0.0045,-5.5
Cyclophosphamide,T47D,3,0.0045,-33.69999999999999
Cyclophosphamide,T47D,4,0.0045,-23.599999999999994
Cyclophosphamide,T47D,5,0.0045,-5.90000000000002
Cyclophosphamide,T47D,0,0.014,-32.5
Cyclophosphamide,T47D,1,0.014,36.9
Cyclophosphamide,T47D,2,0.014,16.400000000000006
Cyclophosphamide,T47D,3,0.014,-12.200000000000017
Cyclophosphamide,T47D,4,0.014,4.1000000000000085
Cyclophosphamide,T47D,5,0.014,9.299999999999997
Cyclophosphamide,T47D,0,0.04,-0.7999999999999972
Cyclophosphamide,T47D,1,0.04,25.700000000000003
Cyclophosphamide,T47D,2,0.04,-27.099999999999994
Cyclophosphamide,T47D,3,0.04,-9.700000000000003
Cyclophosphamide,T47D,4,0.04,10.900000000000006
Cyclophosphamide,T47D,5,0.04,-8.299999999999997
Cyclophosphamide,T47D,0,0.12,-14.900000000000006
Cyclophosphamide,T47D,1,0.12,27.299999999999997
Cyclophosphamide,T47D,2,0.12,-8.700000000000003
Cyclophosphamide,T47D,3,0.12,39.900000000000006
Cyclophosphamide,T47D,4,0.12,-4.800000000000011
Cyclophosphamide,T47D,5,0.12,7.599999999999994
Cyclophosphamide,T47D,0,0.37,-6.299999999999997
Cyclophosphamide,T47D,1,0.37,27.099999999999994
Cyclophosphamide,T47D,2,0.37,-10.5
Cyclophosphamide,T47D,3,0.37,-3.0999999999999943
Cyclophosphamide,T47D,4,0.37,-15.599999999999994
Cyclophosphamide,T47D,5,0.37,-6.800000000000011
