Compound,Channel,Experiment,Dose,Response
Bortezomib,A2058,5,5.5e-05,1.128
Bortezomib,A2058,0,0.00016999999999999999,0.914
Bortezomib,A2058,1,0.00016999999999999999,1.043
Bortezomib,A2058,2,0.00016999999999999999,0.924
Bortezomib,A2058,3,0.00016999999999999999,1.09
Bortezomib,A2058,4,0.00016999999999999999,0.9790000000000001
Bortezomib,A2058,5,0.00016999999999999999,1.138
Bortezomib,A2058,0,0.0005,0.982
Bortezomib,A2058,1,0.0005,1.063
Bortezomib,A2058,2,0.0005,1.073
Bortezomib,A2058,3,0.0005,1.216
Bortezomib,A2058,4,0.0005,1.024
Bortezomib,A2058,5,0.0005,1.081
Bortezomib,A2058,0,0.0015,1.095
Bortezomib,A2058,1,0.0015,1.238
Bortezomib,A2058,2,0.0015,1.072
Bortezomib,A2058,3,0.0015,1.165
Bortezomib,A2058,4,0.0015,0.875
Bortezomib,A2058,5,0.0015,1.08
Bortezomib,A2058,0,0.0045,0.898
Bortezomib,A2058,1,0.0045,0.9890000000000001
Bortezomib,A2058,2,0.0045,1.021
Bortezomib,A2058,3,0.0045,0.946
Bortezomib,A2058,4,0.0045,0.8320000000000001
Bortezomib,A2058,5,0.0045,0.8390000000000001
Bortezomib,A2058,0,0.013999999999999999,0.004
Bortezomib,A2058,1,0.013999999999999999,0.01
Bortezomib,A2058,2,0.013999999999999999,0.013000000000000001
Bortezomib,A2058,3,0.013999999999999999,0.008
Bortezomib,A2058,4,0.013999999999999999,0.003
Bortezomib,A2058,5,0.013999999999999999,0.005
Bortezomib,A2058,0,0.04,0.003
Bortezomib,A2058,1,0.04,0.004
Bortezomib,A2058,2,0.04,0.004
Bortezomib,A2058,3,0.04,0.002
Bortezomib,A2058,4,0.04,0.004
Bortezomib,A2058,5,0.04,0.002
Bortezomib,A2780,0,1.9e-05,0.955
Bortezomib,A2780,1,1.9e-05,0.9620000000000001
Bortezomib,A2780,2,1.9e-05,1.073
Bortezomib,A2780,3,1.9e-05,0.99
Bortezomib,A2780,4,1.9e-05,1.112
Bortezomib,A2780,5,1.9e-05,1.046
Bortezomib,A2780,0,5.5e-05,1.064
Bortezomib,A2780,1,5.5e-05,1.055
Bortezomib,A2780,2,5.5e-05,1.052
Bortezomib,A2780,3,5.5e-05,1.112
Bortezomib,A2780,4,5.5e-05,1.014
Bortezomib,A2780,5,5.5e-05,1.042
Bortezomib,A2780,0,0.00016999999999999999,0.924
Bortezomib,A2780,1,0.00016999999999999999,0.9359999999999999
Bortezomib,A2780,2,0.00016999999999999999,1.0270000000000001
Bortezomib,A2780,3,0.00016999999999999999,1.006
Bortezomib,A2780,4,0.00016999999999999999,1.044
Bortezomib,A2780,5,0.00016999999999999999,1.089
Bortezomib,A2780,0,0.0005,0.963
Bortezomib,A2780,1,0.0005,0.9179999999999999
Bortezomib,A2780,2,0.0005,1.08
Bortezomib,A2780,3,0.0005,1.0659999999999998
Bortezomib,A2780,4,0.0005,0.9990000000000001
Bortezomib,A2780,5,0.0005,0.993
Bortezomib,A2780,0,0.0015,0.905
Bortezomib,A2780,1,0.0015,0.83
Bortezomib,A2780,2,0.0015,1.047
Bortezomib,A2780,3,0.0015,0.9520000000000001
Bortezomib,A2780,4,0.0015,0.925
Bortezomib,A2780,5,0.0015,0.8240000000000001
Bortezomib,A2780,0,0.0045,0.092
Bortezomib,A2780,1,0.0045,0.076
Bortezomib,A2780,2,0.0045,0.132
Bortezomib,A2780,3,0.0045,0.08900000000000001
Bortezomib,A2780,4,0.0045,0.105
Bortezomib,A2780,5,0.0045,0.08900000000000001
Bortezomib,A2780,0,0.013999999999999999,0.003
Bortezomib,A2780,1,0.013999999999999999,0.003
Bortezomib,A2780,2,0.013999999999999999,0.002
Bortezomib,A2780,3,0.013999999999999999,0.002
Bortezomib,A2780,4,0.013999999999999999,0.001
Bortezomib,A2780,5,0.013999999999999999,0.001
Bortezomib,A2780,0,0.04,0.001
Bortezomib,A2780,1,0.04,0.001
Bortezomib,A2780,2,0.04,0.002
Bortezomib,A2780,3,0.04,0.002
Bortezomib,A2780,4,0.04,0.001
Bortezomib,A2780,5,0.04,0.001
Bortezomib,A375,0,1.9e-05,0.88
Bortezomib,A375,1,1.9e-05,0.7829999999999999
Bortezomib,A375,2,1.9e-05,0.958
Bortezomib,A375,3,1.9e-05,1.063
Bortezomib,A375,4,1.9e-05,1.048
Bortezomib,A375,5,1.9e-05,1.055
Bortezomib,A375,0,5.5e-05,1.044
Bortezomib,A375,1,5.5e-05,0.998
Bortezomib,A375,2,5.5e-05,1.042
Bortezomib,A375,3,5.5e-05,1.044
Bortezomib,A375,4,5.5e-05,0.97
Bortezomib,A375,5,5.5e-05,0.941
Bortezomib,A375,0,0.00016999999999999999,0.851
Bortezomib,A375,1,0.00016999999999999999,0.7509999999999999
Bortezomib,A375,2,0.00016999999999999999,0.996
Bortezomib,A375,3,0.00016999999999999999,1.068
Bortezomib,A375,4,0.00016999999999999999,1.129
Bortezomib,A375,5,0.00016999999999999999,1.121
Bortezomib,A375,0,0.0005,1.065
Bortezomib,A375,1,0.0005,0.919
Bortezomib,A375,2,0.0005,1.11
Bortezomib,A375,3,0.0005,1.02
Bortezomib,A375,4,0.0005,0.9620000000000001
Bortezomib,A375,5,0.0005,0.948
Bortezomib,A375,0,0.0015,1.067
Bortezomib,A375,1,0.0015,1.078
Bortezomib,A375,2,0.0015,1.051
Bortezomib,A375,3,0.0015,1.114
Bortezomib,A375,4,0.0015,0.951
Bortezomib,A375,5,0.0015,0.865
Bortezomib,A375,0,0.0045,0.97
Bortezomib,A375,1,0.0045,0.938
Bortezomib,A375,2,0.0045,1.08
Bortezomib,A375,3,0.0045,1.06
Bortezomib,A375,4,0.0045,1.023
Bortezomib,A375,5,0.0045,1.013
Bortezomib,A375,0,0.013999999999999999,0.008
Bortezomib,A375,1,0.013999999999999999,0.015
Bortezomib,A375,2,0.013999999999999999,0.005
Bortezomib,A375,3,0.013999999999999999,0.004
Bortezomib,A375,4,0.013999999999999999,0.004
Bortezomib,A375,5,0.013999999999999999,0.002
Bortezomib,A375,0,0.04,0.002
Bortezomib,A375,1,0.04,0.001
Bortezomib,A375,2,0.04,0.003
Bortezomib,A375,3,0.04,0.003
Bortezomib,A375,4,0.04,0.002
Bortezomib,A375,5,0.04,0.002
Bortezomib,A427,0,1.9e-05,0.863
Bortezomib,A427,1,1.9e-05,0.914
Bortezomib,A427,2,1.9e-05,1.196
Bortezomib,A427,0,5.5e-05,1.02
Bortezomib,A427,1,5.5e-05,0.946
Bortezomib,A427,2,5.5e-05,0.925
Bortezomib,A427,0,0.00016999999999999999,0.9990000000000001
Bortezomib,A427,1,0.00016999999999999999,0.691
Bortezomib,A427,2,0.00016999999999999999,1.022
Bortezomib,A427,0,0.0005,0.877
Bortezomib,A427,1,0.0005,1.0659999999999998
Bortezomib,A427,2,0.0005,1.0979999999999999
Bortezomib,A427,0,0.0015,0.897
Bortezomib,A427,1,0.0015,1.1059999999999999
Bortezomib,A427,2,0.0015,0.857
Bortezomib,A427,0,0.0045,0.435
Bortezomib,A427,1,0.0045,0.588
Bortezomib,A427,2,0.0045,0.684
Bortezomib,A427,0,0.013999999999999999,0.002
Bortezomib,A427,1,0.013999999999999999,0.001
Bortezomib,A427,2,0.013999999999999999,0.001
Bortezomib,A427,0,0.04,0.001
Bortezomib,A427,1,0.04,0.002
Bortezomib,A427,2,0.04,0.001
Bortezomib,CAOV3,0,1.9e-05,1.065
Bortezomib,CAOV3,1,1.9e-05,0.7809999999999999
Bortezomib,CAOV3,2,1.9e-05,1.1159999999999999
Bortezomib,CAOV3,3,1.9e-05,0.8859999999999999
Bortezomib,CAOV3,4,1.9e-05,1.031
Bortezomib,CAOV3,5,1.9e-05,0.927
Bortezomib,CAOV3,0,5.5e-05,1.091
Bortezomib,CAOV3,1,5.5e-05,1.12
Bortezomib,CAOV3,2,5.5e-05,1.188
Bortezomib,CAOV3,3,5.5e-05,1.195
Bortezomib,CAOV3,4,5.5e-05,1.17
Bortezomib,CAOV3,5,5.5e-05,1.018
Bortezomib,CAOV3,0,0.00016999999999999999,1.042
Bortezomib,CAOV3,1,0.00016999999999999999,0.907
Bortezomib,CAOV3,2,0.00016999999999999999,1.107
Bortezomib,CAOV3,3,0.00016999999999999999,1.03
Bortezomib,CAOV3,4,0.00016999999999999999,0.972
Bortezomib,CAOV3,5,0.00016999999999999999,1.075
Bortezomib,CAOV3,0,0.0005,1.013
Bortezomib,CAOV3,1,0.0005,1.216
Bortezomib,CAOV3,2,0.0005,1.1540000000000001
Bortezomib,CAOV3,3,0.0005,1.23
Bortezomib,CAOV3,4,0.0005,1.15
Bortezomib,CAOV3,5,0.0005,1.023
Bortezomib,CAOV3,0,0.0015,1.0170000000000001
Bortezomib,CAOV3,1,0.0015,1.226
Bortezomib,CAOV3,2,0.0015,1.026
Bortezomib,CAOV3,3,0.0015,0.925
Bortezomib,CAOV3,4,0.0015,1.079
Bortezomib,CAOV3,5,0.0015,0.912
Bortezomib,CAOV3,0,0.0045,0.08900000000000001
Bortezomib,CAOV3,1,0.0045,0.064
Bortezomib,CAOV3,2,0.0045,0.17300000000000001
Bortezomib,CAOV3,3,0.0045,0.07400000000000001
Bortezomib,CAOV3,4,0.0045,0.049
Bortezomib,CAOV3,5,0.0045,0.09
Bortezomib,CAOV3,0,0.013999999999999999,0.002
Bortezomib,CAOV3,1,0.013999999999999999,0.002
Bortezomib,CAOV3,2,0.013999999999999999,0.002
Bortezomib,CAOV3,3,0.013999999999999999,0.002
Bortezomib,CAOV3,4,0.013999999999999999,0.002
Bortezomib,CAOV3,5,0.013999999999999999,0.002
Bortezomib,CAOV3,0,0.04,0.002
Bortezomib,CAOV3,1,0.04,0.002
Bortezomib,CAOV3,2,0.04,0.003
Bortezomib,CAOV3,3,0.04,0.002
Bortezomib,CAOV3,4,0.04,0.002
Bortezomib,CAOV3,5,0.04,0.002
Bortezomib,COLO320DM,0,1.9e-05,1.0070000000000001
Bortezomib,COLO320DM,1,1.9e-05,1.1179999999999999
Bortezomib,COLO320DM,2,1.9e-05,1.025
Bortezomib,COLO320DM,3,1.9e-05,1.038
Bortezomib,COLO320DM,4,1.9e-05,0.919
Bortezomib,COLO320DM,5,1.9e-05,1.042
Bortezomib,COLO320DM,0,5.5e-05,0.919
Bortezomib,COLO320DM,1,5.5e-05,0.96
Bortezomib,COLO320DM,2,5.5e-05,0.8290000000000001
Bortezomib,COLO320DM,3,5.5e-05,0.996
Bortezomib,COLO320DM,4,5.5e-05,0.9259999999999999
Bortezomib,COLO320DM,5,5.5e-05,1.014
Bortezomib,COLO320DM,0,0.00016999999999999999,0.941
Bortezomib,COLO320DM,1,0.00016999999999999999,1.089
Bortezomib,COLO320DM,2,0.00016999999999999999,1.035
Bortezomib,COLO320DM,3,0.00016999999999999999,1.031
Bortezomib,COLO320DM,4,0.00016999999999999999,1.0290000000000001
Bortezomib,COLO320DM,5,0.00016999999999999999,1.2830000000000001
Bortezomib,COLO320DM,0,0.0005,0.915
Bortezomib,COLO320DM,1,0.0005,0.898
Bortezomib,COLO320DM,2,0.0005,0.873
Bortezomib,COLO320DM,3,0.0005,0.997
Bortezomib,COLO320DM,4,0.0005,1.033
Bortezomib,COLO320DM,5,0.0005,1.068
Bortezomib,COLO320DM,0,0.0015,1.072
Bortezomib,COLO320DM,1,0.0015,0.998
Bortezomib,COLO320DM,2,0.0015,1.074
Bortezomib,COLO320DM,3,0.0015,0.958
Bortezomib,COLO320DM,4,0.0015,0.8029999999999999
Bortezomib,COLO320DM,5,0.0015,0.905
Bortezomib,COLO320DM,0,0.0045,1.121
Bortezomib,COLO320DM,1,0.0045,1.085
Bortezomib,COLO320DM,2,0.0045,1.291
Bortezomib,COLO320DM,3,0.0045,1.122
Bortezomib,COLO320DM,4,0.0045,0.995
Bortezomib,COLO320DM,5,0.0045,0.9670000000000001
Bortezomib,COLO320DM,0,0.013999999999999999,0.14300000000000002
Bortezomib,COLO320DM,1,0.013999999999999999,0.11699999999999999
Bortezomib,COLO320DM,2,0.013999999999999999,0.12300000000000001
Bortezomib,COLO320DM,3,0.013999999999999999,0.141
Bortezomib,COLO320DM,4,0.013999999999999999,0.07200000000000001
Bortezomib,COLO320DM,5,0.013999999999999999,0.068
Bortezomib,COLO320DM,0,0.04,0.05
Bortezomib,COLO320DM,1,0.04,0.073
Bortezomib,COLO320DM,2,0.04,0.054000000000000006
Bortezomib,COLO320DM,3,0.04,0.07400000000000001
Bortezomib,COLO320DM,4,0.04,0.061
Bortezomib,COLO320DM,5,0.04,0.057
Bortezomib,DLD1,0,1.9e-05,0.986
Bortezomib,DLD1,1,1.9e-05,0.9440000000000001
Bortezomib,DLD1,2,1.9e-05,1.094
Bortezomib,DLD1,3,1.9e-05,1.0090000000000001
Bortezomib,DLD1,4,1.9e-05,1.034
Bortezomib,DLD1,5,1.9e-05,1.069
Bortezomib,DLD1,0,5.5e-05,1.035
Bortezomib,DLD1,1,5.5e-05,1.008
Bortezomib,DLD1,2,5.5e-05,1.0759999999999998
Bortezomib,DLD1,3,5.5e-05,1.062
Bortezomib,DLD1,4,5.5e-05,1.032
Bortezomib,DLD1,5,5.5e-05,1.008
Bortezomib,DLD1,0,0.00016999999999999999,0.95
Bortezomib,DLD1,1,0.00016999999999999999,0.894
Bortezomib,DLD1,2,0.00016999999999999999,1.016
Bortezomib,DLD1,3,0.00016999999999999999,1.048
Bortezomib,DLD1,4,0.00016999999999999999,0.993
Bortezomib,DLD1,5,0.00016999999999999999,1.016
Bortezomib,DLD1,0,0.0005,0.978
Bortezomib,DLD1,1,0.0005,1.115
Bortezomib,DLD1,2,0.0005,0.865
Bortezomib,DLD1,3,0.0005,1.005
Bortezomib,DLD1,4,0.0005,1.006
Bortezomib,DLD1,5,0.0005,1.008
Bortezomib,DLD1,0,0.0015,1.012
Bortezomib,DLD1,1,0.0015,1.028
Bortezomib,DLD1,2,0.0015,1.051
Bortezomib,DLD1,3,0.0015,1.0959999999999999
Bortezomib,DLD1,4,0.0015,0.845
Bortezomib,DLD1,5,0.0015,0.882
Bortezomib,DLD1,0,0.0045,0.6609999999999999
Bortezomib,DLD1,1,0.0045,0.826
Bortezomib,DLD1,2,0.0045,0.7240000000000001
Bortezomib,DLD1,3,0.0045,0.597
Bortezomib,DLD1,4,0.0045,0.165
Bortezomib,DLD1,5,0.0045,0.45299999999999996
Bortezomib,DLD1,0,0.013999999999999999,0.013000000000000001
Bortezomib,DLD1,1,0.013999999999999999,0.013000000000000001
Bortezomib,DLD1,2,0.013999999999999999,0.012
Bortezomib,DLD1,3,0.013999999999999999,0.009000000000000001
Bortezomib,DLD1,4,0.013999999999999999,0.008
Bortezomib,DLD1,5,0.013999999999999999,0.013999999999999999
Bortezomib,DLD1,0,0.04,0.006999999999999999
Bortezomib,DLD1,1,0.04,0.006999999999999999
Bortezomib,DLD1,2,0.04,0.011000000000000001
Bortezomib,DLD1,3,0.04,0.008
Bortezomib,DLD1,4,0.04,0.006
Bortezomib,DLD1,5,0.04,0.008
Bortezomib,EFM192B,0,1.9e-05,0.915
Bortezomib,EFM192B,1,1.9e-05,1.081
Bortezomib,EFM192B,2,1.9e-05,1.035
Bortezomib,EFM192B,3,1.9e-05,1.156
Bortezomib,EFM192B,4,1.9e-05,0.932
Bortezomib,EFM192B,5,1.9e-05,1.025
Bortezomib,EFM192B,0,5.5e-05,0.963
Bortezomib,EFM192B,1,5.5e-05,1.068
Bortezomib,EFM192B,2,5.5e-05,1.185
Bortezomib,EFM192B,3,5.5e-05,1.0759999999999998
Bortezomib,EFM192B,4,5.5e-05,0.914
Bortezomib,EFM192B,5,5.5e-05,0.9640000000000001
Bortezomib,EFM192B,0,0.00016999999999999999,0.8740000000000001
Bortezomib,EFM192B,1,0.00016999999999999999,0.965
Bortezomib,EFM192B,2,0.00016999999999999999,1.09
Bortezomib,EFM192B,3,0.00016999999999999999,1.0090000000000001
Bortezomib,EFM192B,4,0.00016999999999999999,0.888
Bortezomib,EFM192B,5,0.00016999999999999999,1.085
Bortezomib,EFM192B,0,0.0005,0.9109999999999999
Bortezomib,EFM192B,1,0.0005,0.804
Bortezomib,EFM192B,2,0.0005,0.987
Bortezomib,EFM192B,3,0.0005,1.07
Bortezomib,EFM192B,4,0.0005,1.094
Bortezomib,EFM192B,5,0.0005,1.209
Bortezomib,EFM192B,0,0.0015,1.079
Bortezomib,EFM192B,1,0.0015,1.04
Bortezomib,EFM192B,2,0.0015,1.037
Bortezomib,EFM192B,3,0.0015,0.9840000000000001
Bortezomib,EFM192B,4,0.0015,0.861
Bortezomib,EFM192B,5,0.0015,0.774
Bortezomib,EFM192B,0,0.0045,0.722
Bortezomib,EFM192B,1,0.0045,0.836
Bortezomib,EFM192B,2,0.0045,0.9059999999999999
Bortezomib,EFM192B,3,0.0045,0.794
Bortezomib,EFM192B,4,0.0045,0.721
Bortezomib,EFM192B,5,0.0045,0.763
Bortezomib,EFM192B,0,0.013999999999999999,0.27899999999999997
Bortezomib,EFM192B,1,0.013999999999999999,0.332
Bortezomib,EFM192B,2,0.013999999999999999,0.254
Bortezomib,EFM192B,3,0.013999999999999999,0.239
Bortezomib,EFM192B,4,0.013999999999999999,0.19399999999999998
Bortezomib,EFM192B,5,0.013999999999999999,0.161
Bortezomib,EFM192B,0,0.04,0.11900000000000001
Bortezomib,EFM192B,1,0.04,0.12300000000000001
Bortezomib,EFM192B,2,0.04,0.166
Bortezomib,EFM192B,3,0.04,0.17800000000000002
Bortezomib,EFM192B,4,0.04,0.149
Bortezomib,EFM192B,5,0.04,0.158
Bortezomib,ES2,0,1.9e-05,0.985
Bortezomib,ES2,1,1.9e-05,0.884
Bortezomib,ES2,2,1.9e-05,1.033
Bortezomib,ES2,3,1.9e-05,1.128
Bortezomib,ES2,4,1.9e-05,1.085
Bortezomib,ES2,5,1.9e-05,1.125
Bortezomib,ES2,0,5.5e-05,1.103
Bortezomib,ES2,1,5.5e-05,1.109
Bortezomib,ES2,2,5.5e-05,0.843
Bortezomib,ES2,3,5.5e-05,0.929
Bortezomib,ES2,4,5.5e-05,0.82
Bortezomib,ES2,5,5.5e-05,0.919
Bortezomib,ES2,0,0.00016999999999999999,0.868
Bortezomib,ES2,1,0.00016999999999999999,0.777
Bortezomib,ES2,2,0.00016999999999999999,1.075
Bortezomib,ES2,3,0.00016999999999999999,1.1340000000000001
Bortezomib,ES2,4,0.00016999999999999999,1.037
Bortezomib,ES2,5,0.00016999999999999999,1.0290000000000001
Bortezomib,ES2,0,0.0005,1.057
Bortezomib,ES2,1,0.0005,1.224
Bortezomib,ES2,2,0.0005,1.01
Bortezomib,ES2,3,0.0005,0.866
Bortezomib,ES2,4,0.0005,0.836
Bortezomib,ES2,5,0.0005,0.892
Bortezomib,ES2,0,0.0015,1.082
Bortezomib,ES2,1,0.0015,1.032
Bortezomib,ES2,2,0.0015,1.119
Bortezomib,ES2,3,0.0015,1.179
Bortezomib,ES2,4,0.0015,0.747
Bortezomib,ES2,5,0.0015,0.7340000000000001
Bortezomib,ES2,0,0.0045,0.9790000000000001
Bortezomib,ES2,1,0.0045,1.042
Bortezomib,ES2,2,0.0045,1.035
Bortezomib,ES2,3,0.0045,1.048
Bortezomib,ES2,4,0.0045,0.89
Bortezomib,ES2,5,0.0045,0.934
Bortezomib,ES2,0,0.013999999999999999,0.305
Bortezomib,ES2,1,0.013999999999999999,0.266
Bortezomib,ES2,2,0.013999999999999999,0.292
Bortezomib,ES2,3,0.013999999999999999,0.20199999999999999
Bortezomib,ES2,4,0.013999999999999999,0.16
Bortezomib,ES2,5,0.013999999999999999,0.13
Bortezomib,ES2,0,0.04,0.006999999999999999
Bortezomib,ES2,1,0.04,0.01
Bortezomib,ES2,2,0.04,0.009000000000000001
Bortezomib,ES2,3,0.04,0.011000000000000001
Bortezomib,ES2,4,0.04,0.008
Bortezomib,ES2,5,0.04,0.01
Bortezomib,HCT116,0,1.9e-05,0.8959999999999999
Bortezomib,HCT116,1,1.9e-05,0.853
Bortezomib,HCT116,2,1.9e-05,1.003
Bortezomib,HCT116,3,1.9e-05,0.99
Bortezomib,HCT116,4,1.9e-05,1.011
Bortezomib,HCT116,5,1.9e-05,0.977
Bortezomib,HCT116,0,5.5e-05,1.0390000000000001
Bortezomib,HCT116,1,5.5e-05,0.991
Bortezomib,HCT116,2,5.5e-05,1.034
Bortezomib,HCT116,3,5.5e-05,1.0170000000000001
Bortezomib,HCT116,4,5.5e-05,1.06
Bortezomib,HCT116,5,5.5e-05,0.96
Bortezomib,HCT116,0,0.00016999999999999999,0.915
Bortezomib,HCT116,1,0.00016999999999999999,0.924
Bortezomib,HCT116,2,0.00016999999999999999,1.088
Bortezomib,HCT116,3,0.00016999999999999999,0.9990000000000001
Bortezomib,HCT116,4,0.00016999999999999999,1.08
Bortezomib,HCT116,5,0.00016999999999999999,0.9179999999999999
Bortezomib,HCT116,0,0.0005,0.995
Bortezomib,HCT116,1,0.0005,0.99
Bortezomib,HCT116,2,0.0005,1.111
Bortezomib,HCT116,3,0.0005,0.976
Bortezomib,HCT116,4,0.0005,1.015
Bortezomib,HCT116,5,0.0005,0.929
Bortezomib,HCT116,0,0.0015,1.002
Bortezomib,HCT116,1,0.0015,1.032
Bortezomib,HCT116,2,0.0015,0.9670000000000001
Bortezomib,HCT116,3,0.0015,0.993
Bortezomib,HCT116,4,0.0015,0.885
Bortezomib,HCT116,5,0.0015,0.8270000000000001
Bortezomib,HCT116,0,0.0045,0.557
Bortezomib,HCT116,1,0.0045,0.7290000000000001
Bortezomib,HCT116,2,0.0045,0.8640000000000001
Bortezomib,HCT116,3,0.0045,0.623
Bortezomib,HCT116,4,0.0045,0.715
Bortezomib,HCT116,5,0.0045,0.628
Bortezomib,HCT116,0,0.013999999999999999,0.005
Bortezomib,HCT116,1,0.013999999999999999,0.005
Bortezomib,HCT116,2,0.013999999999999999,0.003
Bortezomib,HCT116,3,0.013999999999999999,0.006999999999999999
Bortezomib,HCT116,4,0.013999999999999999,0.002
Bortezomib,HCT116,5,0.013999999999999999,0.002
Bortezomib,HCT116,0,0.04,0.001
Bortezomib,HCT116,1,0.04,0.003
Bortezomib,HCT116,2,0.04,0.002
Bortezomib,HCT116,3,0.04,0.003
Bortezomib,HCT116,4,0.04,0.003
Bortezomib,HCT116,5,0.04,0.002
Bortezomib,HT144,0,1.9e-05,0.956
Bortezomib,HT144,1,1.9e-05,0.885
Bortezomib,HT144,2,1.9e-05,1.069
Bortezomib,HT144,3,1.9e-05,1.024
Bortezomib,HT144,4,1.9e-05,0.99
Bortezomib,HT144,5,1.9e-05,1.058
Bortezomib,HT144,0,5.5e-05,1.068
Bortezomib,HT144,1,5.5e-05,1.099
Bortezomib,HT144,2,5.5e-05,1.061
Bortezomib,HT144,3,5.5e-05,1.091
Bortezomib,HT144,4,5.5e-05,0.9670000000000001
Bortezomib,HT144,5,5.5e-05,0.9209999999999999
Bortezomib,HT144,0,0.00016999999999999999,0.9640000000000001
Bortezomib,HT144,1,0.00016999999999999999,0.91
Bortezomib,HT144,2,0.00016999999999999999,1.085
Bortezomib,HT144,3,0.00016999999999999999,1.063
Bortezomib,HT144,4,0.00016999999999999999,0.963
Bortezomib,HT144,5,0.00016999999999999999,1.104
Bortezomib,HT144,0,0.0005,1.005
Bortezomib,HT144,1,0.0005,0.995
Bortezomib,HT144,2,0.0005,0.9640000000000001
Bortezomib,HT144,3,0.0005,0.9840000000000001
Bortezomib,HT144,4,0.0005,0.877
Bortezomib,HT144,5,0.0005,0.9420000000000001
Bortezomib,HT144,0,0.0015,1.051
Bortezomib,HT144,1,0.0015,1.056
Bortezomib,HT144,2,0.0015,1.021
Bortezomib,HT144,3,0.0015,1.038
Bortezomib,HT144,4,0.0015,0.9490000000000001
Bortezomib,HT144,5,0.0015,0.961
Bortezomib,HT144,0,0.0045,0.7090000000000001
Bortezomib,HT144,1,0.0045,0.73
Bortezomib,HT144,2,0.0045,0.672
Bortezomib,HT144,3,0.0045,0.685
Bortezomib,HT144,4,0.0045,0.622
Bortezomib,HT144,5,0.0045,0.627
Bortezomib,HT144,0,0.013999999999999999,0.106
Bortezomib,HT144,1,0.013999999999999999,0.068
Bortezomib,HT144,2,0.013999999999999999,0.091
Bortezomib,HT144,3,0.013999999999999999,0.05
Bortezomib,HT144,4,0.013999999999999999,0.054000000000000006
Bortezomib,HT144,5,0.013999999999999999,0.053
Bortezomib,HT144,0,0.04,0.031
Bortezomib,HT144,1,0.04,0.013999999999999999
Bortezomib,HT144,2,0.04,0.017
Bortezomib,HT144,3,0.04,0.013999999999999999
Bortezomib,HT144,4,0.04,0.038
Bortezomib,HT144,5,0.04,0.02
Bortezomib,HT29,0,1.9e-05,0.9990000000000001
Bortezomib,HT29,1,1.9e-05,1.022
Bortezomib,HT29,2,1.9e-05,0.91
Bortezomib,HT29,3,1.9e-05,1.072
Bortezomib,HT29,4,1.9e-05,0.86
Bortezomib,HT29,5,1.9e-05,1.056
Bortezomib,HT29,0,5.5e-05,1.13
Bortezomib,HT29,1,5.5e-05,1.05
Bortezomib,HT29,2,5.5e-05,0.7490000000000001
Bortezomib,HT29,3,5.5e-05,1.014
Bortezomib,HT29,4,5.5e-05,0.899
Bortezomib,HT29,5,5.5e-05,1.093
Bortezomib,HT29,0,0.00016999999999999999,0.9620000000000001
Bortezomib,HT29,1,0.00016999999999999999,0.986
Bortezomib,HT29,2,0.00016999999999999999,1.013
Bortezomib,HT29,3,0.00016999999999999999,1.071
Bortezomib,HT29,4,0.00016999999999999999,0.912
Bortezomib,HT29,5,0.00016999999999999999,1.013
Bortezomib,HT29,0,0.0005,1.053
Bortezomib,HT29,1,0.0005,1.131
Bortezomib,HT29,2,0.0005,0.966
Bortezomib,HT29,3,0.0005,1.099
Bortezomib,HT29,4,0.0005,0.9670000000000001
Bortezomib,HT29,5,0.0005,1.119
Bortezomib,HT29,0,0.0015,0.9179999999999999
Bortezomib,HT29,1,0.0015,0.903
Bortezomib,HT29,2,0.0015,1.0859999999999999
Bortezomib,HT29,3,0.0015,1.168
Bortezomib,HT29,4,0.0015,0.903
Bortezomib,HT29,5,0.0015,0.973
Bortezomib,HT29,0,0.0045,0.221
Bortezomib,HT29,1,0.0045,0.369
Bortezomib,HT29,2,0.0045,0.284
Bortezomib,HT29,3,0.0045,0.237
Bortezomib,HT29,4,0.0045,0.273
Bortezomib,HT29,5,0.0045,0.29600000000000004
Bortezomib,HT29,0,0.013999999999999999,0.025
Bortezomib,HT29,1,0.013999999999999999,0.013999999999999999
Bortezomib,HT29,2,0.013999999999999999,0.022000000000000002
Bortezomib,HT29,3,0.013999999999999999,0.016
Bortezomib,HT29,4,0.013999999999999999,0.011000000000000001
Bortezomib,HT29,5,0.013999999999999999,0.013000000000000001
Bortezomib,HT29,0,0.04,0.009000000000000001
Bortezomib,HT29,1,0.04,0.011000000000000001
Bortezomib,HT29,2,0.04,0.009000000000000001
Bortezomib,HT29,3,0.04,0.008
Bortezomib,HT29,4,0.04,0.005
Bortezomib,HT29,5,0.04,0.006999999999999999
Bortezomib,KPL1,0,1.9e-05,0.9690000000000001
Bortezomib,KPL1,1,1.9e-05,1.022
Bortezomib,KPL1,2,1.9e-05,1.0090000000000001
Bortezomib,KPL1,3,1.9e-05,1.1059999999999999
Bortezomib,KPL1,4,1.9e-05,0.9440000000000001
Bortezomib,KPL1,5,1.9e-05,1.189
Bortezomib,KPL1,0,5.5e-05,1.052
Bortezomib,KPL1,1,5.5e-05,1.082
Bortezomib,KPL1,2,5.5e-05,1.06
Bortezomib,KPL1,3,5.5e-05,1.0490000000000002
Bortezomib,KPL1,4,5.5e-05,1.102
Bortezomib,KPL1,5,5.5e-05,1.126
