Name,drug_a_name,drug_b_name,cell_line,synergy,fold,cl_fold,drug_fold,new_drug_fold,random_fold,cluster
MK-5108_GELDANAMYCIN_A375,MK-5108,GELDANAMYCIN,A375,-4.340813107,1.0,3,3.0,1.0,0.0,0
MK-5108_MK-2206_A375,MK-5108,MK-2206,A375,8.474034479,3.0,3,3.0,1.0,0.0,0
MK-5108_MK-4827_A375,MK-5108,MK-4827,A375,18.95554894,3.0,3,3.0,1.0,2.0,0
MK-5108_MK-8669_A375,MK-5108,MK-8669,A375,24.16971411,3.0,3,3.0,1.0,1.0,0
MK-5108_MK-8776_A375,MK-5108,MK-8776,A375,8.954109954,0.0,3,3.0,1.0,1.0,0
MK-5108_PD325901_A375,MK-5108,PD325901,A375,0.800741455,2.0,3,3.0,1.0,2.0,0
MK-5108_SN-38_A375,MK-5108,SN-38,A375,3.299310729,1.0,3,3.0,1.0,2.0,0
MK-5108_SORAFENIB_A375,MK-5108,SORAFENIB,A375,15.16175237,1.0,3,3.0,1.0,0.0,0
MK-5108_TOPOTECAN_A375,MK-5108,TOPOTECAN,A375,14.15372827,3.0,3,3.0,1.0,0.0,0
MK-8669_BEZ-235_A375,MK-8669,BEZ-235,A375,69.91835046,3.0,3,3.0,1.0,2.0,0
MK-8669_DINACICLIB_A375,MK-8669,DINACICLIB,A375,16.01312577,3.0,3,3.0,1.0,4.0,0
MK-8669_GELDANAMYCIN_A375,MK-8669,GELDANAMYCIN,A375,17.088060199999994,4.0,3,3.0,1.0,4.0,0
MK-8669_MK-8776_A375,MK-8669,MK-8776,A375,60.06891772,2.0,3,3.0,1.0,0.0,0
MK-8669_SN-38_A375,MK-8669,SN-38,A375,28.43336076,3.0,3,3.0,1.0,3.0,0
MK-8669_SORAFENIB_A375,MK-8669,SORAFENIB,A375,15.97455871,4.0,3,3.0,1.0,3.0,0
MK-8669_TOPOTECAN_A375,MK-8669,TOPOTECAN,A375,27.92125327,2.0,3,3.0,1.0,3.0,0
MRK-003_5-FU_A375,MRK-003,5-FU,A375,6.231896733999998,0.0,3,4.0,1.0,4.0,0
MRK-003_ABT-888_A375,MRK-003,ABT-888,A375,4.053683419,0.0,3,4.0,1.0,1.0,0
MRK-003_AZD1775_A375,MRK-003,AZD1775,A375,8.468124805,4.0,3,4.0,0.0,4.0,0
MRK-003_BEZ-235_A375,MRK-003,BEZ-235,A375,34.29024013,2.0,3,4.0,1.0,2.0,0
MRK-003_BORTEZOMIB_A375,MRK-003,BORTEZOMIB,A375,28.45890484,0.0,3,4.0,0.0,2.0,0
MRK-003_CARBOPLATIN_A375,MRK-003,CARBOPLATIN,A375,-5.678433072000001,2.0,3,4.0,1.0,2.0,0
MRK-003_CYCLOPHOSPHAMIDE_A375,MRK-003,CYCLOPHOSPHAMIDE,A375,-3.254770439,4.0,3,4.0,0.0,1.0,0
MRK-003_DASATINIB_A375,MRK-003,DASATINIB,A375,0.563284475,4.0,3,4.0,1.0,3.0,0
MRK-003_DEXAMETHASONE_A375,MRK-003,DEXAMETHASONE,A375,3.053402682,1.0,3,4.0,0.0,1.0,0
MRK-003_DINACICLIB_A375,MRK-003,DINACICLIB,A375,6.260327219,4.0,3,4.0,1.0,4.0,0
MRK-003_DOXORUBICIN_A375,MRK-003,DOXORUBICIN,A375,5.341212523,0.0,3,4.0,1.0,2.0,0
MRK-003_ERLOTINIB_A375,MRK-003,ERLOTINIB,A375,9.074919182,3.0,3,4.0,1.0,0.0,0
MRK-003_ETOPOSIDE_A375,MRK-003,ETOPOSIDE,A375,11.02599583,1.0,3,4.0,1.0,4.0,0
MRK-003_GELDANAMYCIN_A375,MRK-003,GELDANAMYCIN,A375,2.206126507,3.0,3,4.0,1.0,0.0,0
MRK-003_GEMCITABINE_A375,MRK-003,GEMCITABINE,A375,-16.01027551,4.0,3,4.0,1.0,4.0,0
MRK-003_L778123_A375,MRK-003,L778123,A375,8.507542146,3.0,3,4.0,1.0,3.0,0
MRK-003_LAPATINIB_A375,MRK-003,LAPATINIB,A375,28.4889098,1.0,3,4.0,1.0,3.0,0
MRK-003_LAPATINIB_A375,MRK-003,LAPATINIB,A375,30.39412649,1.0,3,4.0,1.0,3.0,0
MRK-003_METFORMIN_A375,MRK-003,METFORMIN,A375,11.35442255,4.0,3,4.0,1.0,0.0,0
MRK-003_METHOTREXATE_A375,MRK-003,METHOTREXATE,A375,0.420419133,2.0,3,4.0,1.0,1.0,0
MRK-003_MITOMYCINE_A375,MRK-003,MITOMYCINE,A375,5.89856629,1.0,3,4.0,1.0,3.0,0
MRK-003_MK-2206_A375,MRK-003,MK-2206,A375,14.99986502,3.0,3,4.0,1.0,0.0,0
MRK-003_MK-4827_A375,MRK-003,MK-4827,A375,12.74304055,0.0,3,4.0,1.0,0.0,0
MRK-003_MK-5108_A375,MRK-003,MK-5108,A375,8.214578741,4.0,3,4.0,1.0,2.0,0
MRK-003_MK-8669_A375,MRK-003,MK-8669,A375,19.46887372,1.0,3,4.0,1.0,0.0,0
MRK-003_MK-8776_A375,MRK-003,MK-8776,A375,20.64268984,1.0,3,4.0,1.0,0.0,0
MRK-003_PACLITAXEL_A375,MRK-003,PACLITAXEL,A375,61.18937958,3.0,3,4.0,1.0,4.0,0
MRK-003_PD325901_A375,MRK-003,PD325901,A375,12.16321685,0.0,3,4.0,1.0,1.0,0
MRK-003_SN-38_A375,MRK-003,SN-38,A375,22.68725985,2.0,3,4.0,1.0,0.0,0
MRK-003_SORAFENIB_A375,MRK-003,SORAFENIB,A375,17.81761194,1.0,3,4.0,1.0,3.0,0
MRK-003_SUNITINIB_A375,MRK-003,SUNITINIB,A375,14.30035833,0.0,3,4.0,1.0,3.0,0
MRK-003_SUNITINIB_A375,MRK-003,SUNITINIB,A375,1.743217346,0.0,3,4.0,1.0,3.0,0
MRK-003_TOPOTECAN_A375,MRK-003,TOPOTECAN,A375,13.23153591,2.0,3,4.0,1.0,0.0,0
MRK-003_VINBLASTINE_A375,MRK-003,VINBLASTINE,A375,37.37917638,1.0,3,4.0,1.0,1.0,0
MRK-003_VINBLASTINE_A375,MRK-003,VINBLASTINE,A375,18.03815716,1.0,3,4.0,1.0,1.0,0
MRK-003_VINORELBINE_A375,MRK-003,VINORELBINE,A375,35.52639689,2.0,3,4.0,1.0,1.0,0
MRK-003_ZOLINZA_A375,MRK-003,ZOLINZA,A375,4.721054075,0.0,3,4.0,1.0,3.0,0
PACLITAXEL_ABT-888_A375,PACLITAXEL,ABT-888,A375,13.0696271,0.0,3,1.0,1.0,3.0,0
PACLITAXEL_AZD1775_A375,PACLITAXEL,AZD1775,A375,15.26029486,4.0,3,1.0,0.0,4.0,0
PACLITAXEL_BEZ-235_A375,PACLITAXEL,BEZ-235,A375,25.47613005,3.0,3,1.0,1.0,2.0,0
PACLITAXEL_BORTEZOMIB_A375,PACLITAXEL,BORTEZOMIB,A375,-18.5657402,4.0,3,1.0,0.0,0.0,0
PACLITAXEL_DASATINIB_A375,PACLITAXEL,DASATINIB,A375,39.52376322,0.0,3,1.0,1.0,0.0,0
PACLITAXEL_DINACICLIB_A375,PACLITAXEL,DINACICLIB,A375,12.90859222,4.0,3,1.0,1.0,0.0,0
PACLITAXEL_ERLOTINIB_A375,PACLITAXEL,ERLOTINIB,A375,67.02038632,4.0,3,1.0,1.0,1.0,0
PACLITAXEL_GELDANAMYCIN_A375,PACLITAXEL,GELDANAMYCIN,A375,-4.069916607,2.0,3,1.0,1.0,1.0,0
PACLITAXEL_L778123_A375,PACLITAXEL,L778123,A375,33.72371953,0.0,3,1.0,1.0,3.0,0
PACLITAXEL_LAPATINIB_A375,PACLITAXEL,LAPATINIB,A375,95.35478512,1.0,3,1.0,1.0,0.0,0
PACLITAXEL_MK-2206_A375,PACLITAXEL,MK-2206,A375,63.81850921,2.0,3,1.0,1.0,4.0,0
PACLITAXEL_MK-4827_A375,PACLITAXEL,MK-4827,A375,-0.102470633,2.0,3,1.0,1.0,4.0,0
PACLITAXEL_MK-5108_A375,PACLITAXEL,MK-5108,A375,43.66347661,1.0,3,1.0,1.0,1.0,0
PACLITAXEL_MK-8669_A375,PACLITAXEL,MK-8669,A375,28.98554594,4.0,3,1.0,1.0,0.0,0
PACLITAXEL_MK-8776_A375,PACLITAXEL,MK-8776,A375,30.56322729,0.0,3,1.0,1.0,3.0,0
PACLITAXEL_PD325901_A375,PACLITAXEL,PD325901,A375,1.907500528,4.0,3,1.0,1.0,2.0,0
PACLITAXEL_SORAFENIB_A375,PACLITAXEL,SORAFENIB,A375,14.51915384,4.0,3,1.0,1.0,1.0,0
PACLITAXEL_SUNITINIB_A375,PACLITAXEL,SUNITINIB,A375,21.99265283,0.0,3,1.0,1.0,1.0,0
PACLITAXEL_ZOLINZA_A375,PACLITAXEL,ZOLINZA,A375,-9.336885288,3.0,3,1.0,1.0,0.0,0
PD325901_ABT-888_A375,PD325901,ABT-888,A375,6.79923504,2.0,3,0.0,1.0,3.0,0
PD325901_BEZ-235_A375,PD325901,BEZ-235,A375,17.87147325,2.0,3,0.0,1.0,3.0,0
PD325901_BORTEZOMIB_A375,PD325901,BORTEZOMIB,A375,0.807163273,4.0,3,0.0,0.0,3.0,0
PD325901_DASATINIB_A375,PD325901,DASATINIB,A375,63.89158362,3.0,3,0.0,1.0,0.0,0
PD325901_DINACICLIB_A375,PD325901,DINACICLIB,A375,-3.609612401,0.0,3,0.0,1.0,2.0,0
PD325901_GELDANAMYCIN_A375,PD325901,GELDANAMYCIN,A375,4.911267586,2.0,3,0.0,1.0,1.0,0
PD325901_MK-8669_A375,PD325901,MK-8669,A375,22.79645097,1.0,3,0.0,1.0,2.0,0
PD325901_MK-8776_A375,PD325901,MK-8776,A375,5.387662286,2.0,3,0.0,1.0,4.0,0
PD325901_SN-38_A375,PD325901,SN-38,A375,8.495334815,2.0,3,0.0,1.0,1.0,0
PD325901_SORAFENIB_A375,PD325901,SORAFENIB,A375,16.380292100000002,0.0,3,0.0,1.0,1.0,0
PD325901_TOPOTECAN_A375,PD325901,TOPOTECAN,A375,-25.96691079,2.0,3,0.0,1.0,2.0,0
SN-38_DINACICLIB_A375,SN-38,DINACICLIB,A375,2.081343794,0.0,3,1.0,1.0,2.0,0
SN-38_MK-8776_A375,SN-38,MK-8776,A375,15.87114198,0.0,3,1.0,1.0,3.0,0
SN-38_SORAFENIB_A375,SN-38,SORAFENIB,A375,24.54493163,2.0,3,1.0,1.0,2.0,0
SORAFENIB_DINACICLIB_A375,SORAFENIB,DINACICLIB,A375,1.523532539,1.0,3,1.0,1.0,2.0,0
SORAFENIB_MK-8776_A375,SORAFENIB,MK-8776,A375,17.85045276,4.0,3,1.0,1.0,4.0,0
SUNITINIB_ABT-888_A375,SUNITINIB,ABT-888,A375,11.52389286,4.0,3,1.0,1.0,0.0,0
SUNITINIB_AZD1775_A375,SUNITINIB,AZD1775,A375,5.543560291,2.0,3,1.0,0.0,2.0,0
SUNITINIB_BEZ-235_A375,SUNITINIB,BEZ-235,A375,16.53402052,1.0,3,1.0,1.0,3.0,0
SUNITINIB_BORTEZOMIB_A375,SUNITINIB,BORTEZOMIB,A375,-1.288482842,4.0,3,1.0,0.0,0.0,0
SUNITINIB_DASATINIB_A375,SUNITINIB,DASATINIB,A375,33.82410935,1.0,3,1.0,1.0,2.0,0
SUNITINIB_DINACICLIB_A375,SUNITINIB,DINACICLIB,A375,6.5177618520000005,0.0,3,1.0,1.0,2.0,0
SUNITINIB_ERLOTINIB_A375,SUNITINIB,ERLOTINIB,A375,18.50229521,2.0,3,1.0,1.0,2.0,0
SUNITINIB_GELDANAMYCIN_A375,SUNITINIB,GELDANAMYCIN,A375,19.79244054,3.0,3,1.0,1.0,3.0,0
SUNITINIB_LAPATINIB_A375,SUNITINIB,LAPATINIB,A375,20.50422706,3.0,3,1.0,1.0,4.0,0
SUNITINIB_MK-2206_A375,SUNITINIB,MK-2206,A375,22.78520016,2.0,3,1.0,1.0,2.0,0
SUNITINIB_MK-2206_A375,SUNITINIB,MK-2206,A375,3.132160384,2.0,3,1.0,1.0,2.0,0
SUNITINIB_MK-4827_A375,SUNITINIB,MK-4827,A375,6.120265578,1.0,3,1.0,1.0,4.0,0
SUNITINIB_MK-5108_A375,SUNITINIB,MK-5108,A375,12.00671954,0.0,3,1.0,1.0,1.0,0
SUNITINIB_MK-8669_A375,SUNITINIB,MK-8669,A375,30.14062261,4.0,3,1.0,1.0,1.0,0
SUNITINIB_MK-8776_A375,SUNITINIB,MK-8776,A375,29.50824541,2.0,3,1.0,1.0,4.0,0
SUNITINIB_PD325901_A375,SUNITINIB,PD325901,A375,22.88545819,4.0,3,1.0,1.0,0.0,0
SUNITINIB_SN-38_A375,SUNITINIB,SN-38,A375,15.06742548,1.0,3,1.0,1.0,4.0,0
SUNITINIB_SORAFENIB_A375,SUNITINIB,SORAFENIB,A375,4.204573345,3.0,3,1.0,1.0,3.0,0
SUNITINIB_TOPOTECAN_A375,SUNITINIB,TOPOTECAN,A375,-9.162108,2.0,3,1.0,1.0,4.0,0
TOPOTECAN_BEZ-235_A375,TOPOTECAN,BEZ-235,A375,24.10423562,1.0,3,0.0,1.0,2.0,0
TOPOTECAN_DINACICLIB_A375,TOPOTECAN,DINACICLIB,A375,-6.715052888,2.0,3,0.0,1.0,3.0,0
TOPOTECAN_MK-8776_A375,TOPOTECAN,MK-8776,A375,7.2694299839999985,4.0,3,0.0,1.0,2.0,0
TOPOTECAN_SORAFENIB_A375,TOPOTECAN,SORAFENIB,A375,0.778790034,2.0,3,0.0,1.0,0.0,0
VINBLASTINE_ABT-888_A375,VINBLASTINE,ABT-888,A375,-33.66188078,3.0,3,1.0,1.0,1.0,0
VINBLASTINE_AZD1775_A375,VINBLASTINE,AZD1775,A375,-5.492115217,1.0,3,1.0,0.0,1.0,0
VINBLASTINE_BEZ-235_A375,VINBLASTINE,BEZ-235,A375,33.63772163,2.0,3,1.0,1.0,0.0,0
VINBLASTINE_BORTEZOMIB_A375,VINBLASTINE,BORTEZOMIB,A375,-10.8968315,1.0,3,1.0,0.0,3.0,0
VINBLASTINE_DASATINIB_A375,VINBLASTINE,DASATINIB,A375,-6.227297328,0.0,3,1.0,1.0,1.0,0
VINBLASTINE_DINACICLIB_A375,VINBLASTINE,DINACICLIB,A375,-3.790668718,0.0,3,1.0,1.0,0.0,0
VINBLASTINE_ERLOTINIB_A375,VINBLASTINE,ERLOTINIB,A375,45.22157703,3.0,3,1.0,1.0,0.0,0
VINBLASTINE_GELDANAMYCIN_A375,VINBLASTINE,GELDANAMYCIN,A375,14.62997756,1.0,3,1.0,1.0,1.0,0
VINBLASTINE_L778123_A375,VINBLASTINE,L778123,A375,34.22899361,2.0,3,1.0,1.0,0.0,0
VINBLASTINE_LAPATINIB_A375,VINBLASTINE,LAPATINIB,A375,22.83658596,4.0,3,1.0,1.0,4.0,0
VINBLASTINE_MK-2206_A375,VINBLASTINE,MK-2206,A375,20.50186319,0.0,3,1.0,1.0,4.0,0
VINBLASTINE_MK-4827_A375,VINBLASTINE,MK-4827,A375,-18.96388412,4.0,3,1.0,1.0,0.0,0
VINBLASTINE_MK-5108_A375,VINBLASTINE,MK-5108,A375,5.9623024560000015,2.0,3,1.0,1.0,0.0,0
VINBLASTINE_MK-8669_A375,VINBLASTINE,MK-8669,A375,6.253747071,0.0,3,1.0,1.0,3.0,0
VINBLASTINE_MK-8776_A375,VINBLASTINE,MK-8776,A375,10.89782034,0.0,3,1.0,1.0,1.0,0
VINBLASTINE_PD325901_A375,VINBLASTINE,PD325901,A375,-1.731966966,4.0,3,1.0,1.0,1.0,0
VINBLASTINE_SORAFENIB_A375,VINBLASTINE,SORAFENIB,A375,15.47849733,1.0,3,1.0,1.0,2.0,0
VINBLASTINE_SUNITINIB_A375,VINBLASTINE,SUNITINIB,A375,1.133144836,2.0,3,1.0,1.0,2.0,0
VINBLASTINE_ZOLINZA_A375,VINBLASTINE,ZOLINZA,A375,-31.31519734,1.0,3,1.0,1.0,1.0,0
VINORELBINE_ABT-888_A375,VINORELBINE,ABT-888,A375,10.32188837,3.0,3,3.0,1.0,3.0,0
VINORELBINE_AZD1775_A375,VINORELBINE,AZD1775,A375,-2.046446009,4.0,3,3.0,0.0,4.0,0
VINORELBINE_BEZ-235_A375,VINORELBINE,BEZ-235,A375,41.50912604,4.0,3,3.0,1.0,2.0,0
VINORELBINE_BORTEZOMIB_A375,VINORELBINE,BORTEZOMIB,A375,-9.598752946,3.0,3,3.0,0.0,4.0,0
VINORELBINE_DASATINIB_A375,VINORELBINE,DASATINIB,A375,32.24296154,2.0,3,3.0,1.0,2.0,0
VINORELBINE_DINACICLIB_A375,VINORELBINE,DINACICLIB,A375,-123.0291404,2.0,3,3.0,1.0,1.0,0
VINORELBINE_ERLOTINIB_A375,VINORELBINE,ERLOTINIB,A375,52.30453418,1.0,3,3.0,1.0,4.0,0
VINORELBINE_GELDANAMYCIN_A375,VINORELBINE,GELDANAMYCIN,A375,35.97263906,2.0,3,3.0,1.0,4.0,0
VINORELBINE_LAPATINIB_A375,VINORELBINE,LAPATINIB,A375,55.47446162,1.0,3,3.0,1.0,3.0,0
VINORELBINE_MK-2206_A375,VINORELBINE,MK-2206,A375,44.85448884,0.0,3,3.0,1.0,3.0,0
VINORELBINE_MK-4827_A375,VINORELBINE,MK-4827,A375,-15.7736201,4.0,3,3.0,1.0,0.0,0
VINORELBINE_MK-5108_A375,VINORELBINE,MK-5108,A375,-15.55207563,3.0,3,3.0,1.0,1.0,0
VINORELBINE_MK-8669_A375,VINORELBINE,MK-8669,A375,7.882479912999999,3.0,3,3.0,1.0,2.0,0
VINORELBINE_MK-8776_A375,VINORELBINE,MK-8776,A375,42.62957748,1.0,3,3.0,1.0,2.0,0
VINORELBINE_PD325901_A375,VINORELBINE,PD325901,A375,2.205917362,1.0,3,3.0,1.0,1.0,0
VINORELBINE_SORAFENIB_A375,VINORELBINE,SORAFENIB,A375,13.16403523,1.0,3,3.0,1.0,4.0,0
VINORELBINE_SUNITINIB_A375,VINORELBINE,SUNITINIB,A375,11.05817772,2.0,3,3.0,1.0,1.0,0
VINORELBINE_ZOLINZA_A375,VINORELBINE,ZOLINZA,A375,-27.31844798,1.0,3,3.0,1.0,1.0,0
ZOLINZA_ABT-888_A375,ZOLINZA,ABT-888,A375,1.160664774,2.0,3,4.0,1.0,1.0,0
ZOLINZA_AZD1775_A375,ZOLINZA,AZD1775,A375,21.04505592,4.0,3,4.0,0.0,4.0,0
ZOLINZA_BEZ-235_A375,ZOLINZA,BEZ-235,A375,9.815658205,1.0,3,4.0,1.0,3.0,0
ZOLINZA_BORTEZOMIB_A375,ZOLINZA,BORTEZOMIB,A375,6.131758098,4.0,3,4.0,0.0,4.0,0
ZOLINZA_DASATINIB_A375,ZOLINZA,DASATINIB,A375,-11.30830162,3.0,3,4.0,1.0,0.0,0
ZOLINZA_DINACICLIB_A375,ZOLINZA,DINACICLIB,A375,-30.03761176,0.0,3,4.0,1.0,1.0,0
ZOLINZA_ERLOTINIB_A375,ZOLINZA,ERLOTINIB,A375,12.56217495,4.0,3,4.0,1.0,1.0,0
ZOLINZA_GELDANAMYCIN_A375,ZOLINZA,GELDANAMYCIN,A375,-33.85550091,2.0,3,4.0,1.0,2.0,0
ZOLINZA_GEMCITABINE_A375,ZOLINZA,GEMCITABINE,A375,-4.181895384,2.0,3,4.0,1.0,2.0,0
ZOLINZA_LAPATINIB_A375,ZOLINZA,LAPATINIB,A375,27.95733681,2.0,3,4.0,1.0,4.0,0
ZOLINZA_MK-2206_A375,ZOLINZA,MK-2206,A375,7.316054856,4.0,3,4.0,1.0,3.0,0
ZOLINZA_MK-4827_A375,ZOLINZA,MK-4827,A375,16.48012635,1.0,3,4.0,1.0,2.0,0
ZOLINZA_MK-5108_A375,ZOLINZA,MK-5108,A375,15.53608458,0.0,3,4.0,1.0,1.0,0
ZOLINZA_MK-8669_A375,ZOLINZA,MK-8669,A375,25.57044253,0.0,3,4.0,1.0,2.0,0
ZOLINZA_MK-8776_A375,ZOLINZA,MK-8776,A375,43.78931082,1.0,3,4.0,1.0,2.0,0
ZOLINZA_PD325901_A375,ZOLINZA,PD325901,A375,-33.42692146,2.0,3,4.0,1.0,2.0,0
ZOLINZA_SN-38_A375,ZOLINZA,SN-38,A375,17.80495332,0.0,3,4.0,1.0,1.0,0
ZOLINZA_SORAFENIB_A375,ZOLINZA,SORAFENIB,A375,5.781097618,0.0,3,4.0,1.0,0.0,0
ZOLINZA_SUNITINIB_A375,ZOLINZA,SUNITINIB,A375,0.535493813,3.0,3,4.0,1.0,0.0,0
ZOLINZA_TOPOTECAN_A375,ZOLINZA,TOPOTECAN,A375,12.44467563,2.0,3,4.0,1.0,4.0,0
5-FU_ABT-888_A427,5-FU,ABT-888,A427,2.595684438,2.0,3,1.0,1.0,4.0,0
5-FU_AZD1775_A427,5-FU,AZD1775,A427,7.494061097999999,1.0,3,1.0,0.0,1.0,0
5-FU_BEZ-235_A427,5-FU,BEZ-235,A427,8.842811226,1.0,3,1.0,1.0,3.0,0
5-FU_BORTEZOMIB_A427,5-FU,BORTEZOMIB,A427,-7.87670815,2.0,3,1.0,0.0,2.0,0
5-FU_DASATINIB_A427,5-FU,DASATINIB,A427,28.34808451,1.0,3,1.0,1.0,1.0,0
5-FU_DINACICLIB_A427,5-FU,DINACICLIB,A427,-7.747473682000001,0.0,3,1.0,1.0,2.0,0
5-FU_ERLOTINIB_A427,5-FU,ERLOTINIB,A427,18.42925816,3.0,3,1.0,1.0,4.0,0
5-FU_GELDANAMYCIN_A427,5-FU,GELDANAMYCIN,A427,3.596798037,4.0,3,1.0,1.0,1.0,0
5-FU_L778123_A427,5-FU,L778123,A427,12.32774894,1.0,3,1.0,1.0,2.0,0
5-FU_LAPATINIB_A427,5-FU,LAPATINIB,A427,-4.179454254,1.0,3,1.0,1.0,3.0,0
5-FU_MK-2206_A427,5-FU,MK-2206,A427,14.11709974,2.0,3,1.0,1.0,0.0,0
5-FU_MK-4827_A427,5-FU,MK-4827,A427,7.285223049,3.0,3,1.0,1.0,4.0,0
5-FU_MK-5108_A427,5-FU,MK-5108,A427,3.535028344,2.0,3,1.0,1.0,3.0,0
5-FU_MK-8669_A427,5-FU,MK-8669,A427,20.62786482,0.0,3,1.0,1.0,1.0,0
5-FU_MK-8776_A427,5-FU,MK-8776,A427,25.93455259,4.0,3,1.0,1.0,3.0,0
5-FU_MK-8776_A427,5-FU,MK-8776,A427,49.91897259,4.0,3,1.0,1.0,3.0,0
5-FU_PD325901_A427,5-FU,PD325901,A427,16.51852763,0.0,3,1.0,1.0,2.0,0
5-FU_SORAFENIB_A427,5-FU,SORAFENIB,A427,2.86621957,2.0,3,1.0,1.0,4.0,0
5-FU_SUNITINIB_A427,5-FU,SUNITINIB,A427,8.210705504,3.0,3,1.0,1.0,0.0,0
5-FU_ZOLINZA_A427,5-FU,ZOLINZA,A427,-31.94692955,2.0,3,1.0,1.0,1.0,0
ABT-888_BEZ-235_A427,ABT-888,BEZ-235,A427,14.16782834,3.0,3,4.0,1.0,2.0,0
ABT-888_DINACICLIB_A427,ABT-888,DINACICLIB,A427,4.700396175,4.0,3,4.0,1.0,3.0,0
ABT-888_GELDANAMYCIN_A427,ABT-888,GELDANAMYCIN,A427,7.516236662000001,3.0,3,4.0,1.0,2.0,0
ABT-888_MK-8669_A427,ABT-888,MK-8669,A427,0.80559958,1.0,3,4.0,1.0,4.0,0
ABT-888_MK-8776_A427,ABT-888,MK-8776,A427,-4.883183236,4.0,3,4.0,1.0,3.0,0
ABT-888_SN-38_A427,ABT-888,SN-38,A427,9.85649607,0.0,3,4.0,1.0,0.0,0
ABT-888_SORAFENIB_A427,ABT-888,SORAFENIB,A427,11.931705,1.0,3,4.0,1.0,0.0,0
ABT-888_TOPOTECAN_A427,ABT-888,TOPOTECAN,A427,-3.321785774,1.0,3,4.0,1.0,4.0,0
AZD1775_ABT-888_A427,AZD1775,ABT-888,A427,-5.445983699,2.0,3,4.0,0.0,3.0,0
AZD1775_BEZ-235_A427,AZD1775,BEZ-235,A427,27.33669558,4.0,3,4.0,0.0,3.0,0
AZD1775_BEZ-235_A427,AZD1775,BEZ-235,A427,4.691100476,4.0,3,4.0,0.0,3.0,0
AZD1775_BORTEZOMIB_A427,AZD1775,BORTEZOMIB,A427,-18.34661485,2.0,3,4.0,0.0,4.0,0
AZD1775_DASATINIB_A427,AZD1775,DASATINIB,A427,43.27366132,3.0,3,4.0,0.0,2.0,0
AZD1775_DASATINIB_A427,AZD1775,DASATINIB,A427,35.87450371,3.0,3,4.0,0.0,2.0,0
AZD1775_DINACICLIB_A427,AZD1775,DINACICLIB,A427,-11.37380434,0.0,3,4.0,0.0,4.0,0
AZD1775_ERLOTINIB_A427,AZD1775,ERLOTINIB,A427,-0.642974741,3.0,3,4.0,0.0,1.0,0
AZD1775_GELDANAMYCIN_A427,AZD1775,GELDANAMYCIN,A427,-8.031940028,1.0,3,4.0,0.0,4.0,0
AZD1775_LAPATINIB_A427,AZD1775,LAPATINIB,A427,-0.424247435,3.0,3,4.0,0.0,1.0,0
AZD1775_MK-2206_A427,AZD1775,MK-2206,A427,18.36720853,4.0,3,4.0,0.0,0.0,0
AZD1775_MK-4827_A427,AZD1775,MK-4827,A427,7.976535779,1.0,3,4.0,0.0,4.0,0
AZD1775_MK-5108_A427,AZD1775,MK-5108,A427,-4.345642765,0.0,3,4.0,0.0,0.0,0
AZD1775_MK-8669_A427,AZD1775,MK-8669,A427,28.16870642,4.0,3,4.0,0.0,4.0,0
AZD1775_MK-8776_A427,AZD1775,MK-8776,A427,70.6294923,3.0,3,4.0,0.0,3.0,0
AZD1775_MK-8776_A427,AZD1775,MK-8776,A427,64.09097152,3.0,3,4.0,0.0,3.0,0
AZD1775_PD325901_A427,AZD1775,PD325901,A427,21.85626393,4.0,3,4.0,0.0,0.0,0
AZD1775_SN-38_A427,AZD1775,SN-38,A427,0.663149514,0.0,3,4.0,0.0,1.0,0
AZD1775_SORAFENIB_A427,AZD1775,SORAFENIB,A427,4.324040963,1.0,3,4.0,0.0,1.0,0
AZD1775_TOPOTECAN_A427,AZD1775,TOPOTECAN,A427,11.30980766,3.0,3,4.0,0.0,0.0,0
BEZ-235_DINACICLIB_A427,BEZ-235,DINACICLIB,A427,14.16332995,0.0,3,2.0,1.0,0.0,0
BEZ-235_MK-8776_A427,BEZ-235,MK-8776,A427,36.46922909,2.0,3,2.0,1.0,1.0,0
BEZ-235_SN-38_A427,BEZ-235,SN-38,A427,9.664418167000001,4.0,3,2.0,1.0,4.0,0
BEZ-235_SORAFENIB_A427,BEZ-235,SORAFENIB,A427,20.93287603,1.0,3,2.0,1.0,4.0,0
BORTEZOMIB_ABT-888_A427,BORTEZOMIB,ABT-888,A427,-4.9171749810000005,2.0,3,2.0,0.0,0.0,0
BORTEZOMIB_BEZ-235_A427,BORTEZOMIB,BEZ-235,A427,0.787694845,2.0,3,2.0,0.0,4.0,0
BORTEZOMIB_DASATINIB_A427,BORTEZOMIB,DASATINIB,A427,15.32853545,2.0,3,2.0,0.0,0.0,0
BORTEZOMIB_DINACICLIB_A427,BORTEZOMIB,DINACICLIB,A427,-13.08659913,1.0,3,2.0,0.0,2.0,0
BORTEZOMIB_GELDANAMYCIN_A427,BORTEZOMIB,GELDANAMYCIN,A427,1.094721232,4.0,3,2.0,0.0,2.0,0
BORTEZOMIB_MK-8669_A427,BORTEZOMIB,MK-8669,A427,-2.704414265,1.0,3,2.0,0.0,4.0,0
BORTEZOMIB_MK-8776_A427,BORTEZOMIB,MK-8776,A427,-7.561743762000001,3.0,3,2.0,0.0,4.0,0
