Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy
DEXAMETHASONE_AZD1775_SKMEL30,DEXAMETHASONE,AZD1775,SKMEL30,11.0391535987
DEXAMETHASONE_AZD1775_SKMES1,DEXAMETHASONE,AZD1775,SKMES1,3.4042496299
DEXAMETHASONE_AZD1775_SKOV3,DEXAMETHASONE,AZD1775,SKOV3,29.891064586
DEXAMETHASONE_AZD1775_SW620,DEXAMETHASONE,AZD1775,SW620,2.5464020841
DEXAMETHASONE_AZD1775_SW837,DEXAMETHASONE,AZD1775,SW837,-3.0443513409
DEXAMETHASONE_AZD1775_T47D,DEXAMETHASONE,AZD1775,T47D,-16.5734801721
DEXAMETHASONE_AZD1775_UACC62,DEXAMETHASONE,AZD1775,UACC62,15.8652295342
DEXAMETHASONE_AZD1775_VCAP,DEXAMETHASONE,AZD1775,VCAP,-7.3262791945
DEXAMETHASONE_AZD1775_ZR751,DEXAMETHASONE,AZD1775,ZR751,17.6388729774
DEXAMETHASONE_BEZ-235_A2058,DEXAMETHASONE,BEZ-235,A2058,13.5941902785
DEXAMETHASONE_BEZ-235_A2780,DEXAMETHASONE,BEZ-235,A2780,25.3482055257
DEXAMETHASONE_BEZ-235_A375,DEXAMETHASONE,BEZ-235,A375,10.1112622663
DEXAMETHASONE_BEZ-235_A427,DEXAMETHASONE,BEZ-235,A427,3.3336003644
DEXAMETHASONE_BEZ-235_CAOV3,DEXAMETHASONE,BEZ-235,CAOV3,45.7736406686
DEXAMETHASONE_BEZ-235_DLD1,DEXAMETHASONE,BEZ-235,DLD1,9.6569383932
DEXAMETHASONE_BEZ-235_ES2,DEXAMETHASONE,BEZ-235,ES2,0.9547256793
DEXAMETHASONE_BEZ-235_HCT116,DEXAMETHASONE,BEZ-235,HCT116,13.3637002668
DEXAMETHASONE_BEZ-235_HT144,DEXAMETHASONE,BEZ-235,HT144,10.377439529
DEXAMETHASONE_BEZ-235_HT29,DEXAMETHASONE,BEZ-235,HT29,22.5300091048
DEXAMETHASONE_BEZ-235_KPL1,DEXAMETHASONE,BEZ-235,KPL1,41.3108746059
DEXAMETHASONE_BEZ-235_LOVO,DEXAMETHASONE,BEZ-235,LOVO,26.6156080885
DEXAMETHASONE_BEZ-235_MDAMB436,DEXAMETHASONE,BEZ-235,MDAMB436,13.7506852002
DEXAMETHASONE_BEZ-235_NCIH1650,DEXAMETHASONE,BEZ-235,NCIH1650,27.2335107453
DEXAMETHASONE_BEZ-235_NCIH2122,DEXAMETHASONE,BEZ-235,NCIH2122,52.9298369526
DEXAMETHASONE_BEZ-235_NCIH23,DEXAMETHASONE,BEZ-235,NCIH23,17.9239723263
DEXAMETHASONE_BEZ-235_NCIH460,DEXAMETHASONE,BEZ-235,NCIH460,23.5827254548
DEXAMETHASONE_BEZ-235_NCIH520,DEXAMETHASONE,BEZ-235,NCIH520,26.8048139543
DEXAMETHASONE_BEZ-235_OCUBM,DEXAMETHASONE,BEZ-235,OCUBM,27.4217729792
DEXAMETHASONE_BEZ-235_OV90,DEXAMETHASONE,BEZ-235,OV90,13.8393778842
DEXAMETHASONE_BEZ-235_RKO,DEXAMETHASONE,BEZ-235,RKO,9.6902605589
DEXAMETHASONE_BEZ-235_RPMI7951,DEXAMETHASONE,BEZ-235,RPMI7951,18.3579371137
DEXAMETHASONE_BEZ-235_SKMEL30,DEXAMETHASONE,BEZ-235,SKMEL30,41.0177785296
DEXAMETHASONE_BEZ-235_SKMES1,DEXAMETHASONE,BEZ-235,SKMES1,42.8999102899
DEXAMETHASONE_BEZ-235_SKOV3,DEXAMETHASONE,BEZ-235,SKOV3,15.7922015419
DEXAMETHASONE_BEZ-235_SW620,DEXAMETHASONE,BEZ-235,SW620,15.7173261449
DEXAMETHASONE_BEZ-235_SW837,DEXAMETHASONE,BEZ-235,SW837,14.0505939116
DEXAMETHASONE_BEZ-235_T47D,DEXAMETHASONE,BEZ-235,T47D,90.909234411
DEXAMETHASONE_BEZ-235_UACC62,DEXAMETHASONE,BEZ-235,UACC62,12.9878797707
DEXAMETHASONE_BEZ-235_VCAP,DEXAMETHASONE,BEZ-235,VCAP,23.9816033778
DEXAMETHASONE_BEZ-235_ZR751,DEXAMETHASONE,BEZ-235,ZR751,27.9699560776
DEXAMETHASONE_BORTEZOMIB_A2058,DEXAMETHASONE,BORTEZOMIB,A2058,-1.8765546423
DEXAMETHASONE_BORTEZOMIB_A2780,DEXAMETHASONE,BORTEZOMIB,A2780,-13.5476307966
DEXAMETHASONE_BORTEZOMIB_A375,DEXAMETHASONE,BORTEZOMIB,A375,19.5398302616
DEXAMETHASONE_BORTEZOMIB_A427,DEXAMETHASONE,BORTEZOMIB,A427,6.1325345963
DEXAMETHASONE_BORTEZOMIB_CAOV3,DEXAMETHASONE,BORTEZOMIB,CAOV3,-13.4480229588
DEXAMETHASONE_BORTEZOMIB_DLD1,DEXAMETHASONE,BORTEZOMIB,DLD1,11.6771234999
DEXAMETHASONE_BORTEZOMIB_ES2,DEXAMETHASONE,BORTEZOMIB,ES2,-0.7663841457
DEXAMETHASONE_BORTEZOMIB_HCT116,DEXAMETHASONE,BORTEZOMIB,HCT116,9.5265251278
DEXAMETHASONE_BORTEZOMIB_HT144,DEXAMETHASONE,BORTEZOMIB,HT144,-13.1619824765
DEXAMETHASONE_BORTEZOMIB_HT29,DEXAMETHASONE,BORTEZOMIB,HT29,-15.1979211389
DEXAMETHASONE_BORTEZOMIB_KPL1,DEXAMETHASONE,BORTEZOMIB,KPL1,14.3451190748
DEXAMETHASONE_BORTEZOMIB_LOVO,DEXAMETHASONE,BORTEZOMIB,LOVO,8.3804290604
DEXAMETHASONE_BORTEZOMIB_MDAMB436,DEXAMETHASONE,BORTEZOMIB,MDAMB436,-0.8230284318
DEXAMETHASONE_BORTEZOMIB_NCIH1650,DEXAMETHASONE,BORTEZOMIB,NCIH1650,-15.4808506715
DEXAMETHASONE_BORTEZOMIB_NCIH2122,DEXAMETHASONE,BORTEZOMIB,NCIH2122,13.2349831399
DEXAMETHASONE_BORTEZOMIB_NCIH23,DEXAMETHASONE,BORTEZOMIB,NCIH23,-2.3219928681
DEXAMETHASONE_BORTEZOMIB_NCIH460,DEXAMETHASONE,BORTEZOMIB,NCIH460,27.1788265214
DEXAMETHASONE_BORTEZOMIB_NCIH520,DEXAMETHASONE,BORTEZOMIB,NCIH520,-20.5184566893
DEXAMETHASONE_BORTEZOMIB_OCUBM,DEXAMETHASONE,BORTEZOMIB,OCUBM,9.6619062273
DEXAMETHASONE_BORTEZOMIB_OV90,DEXAMETHASONE,BORTEZOMIB,OV90,-9.7829860391
DEXAMETHASONE_BORTEZOMIB_RKO,DEXAMETHASONE,BORTEZOMIB,RKO,18.8238761256
DEXAMETHASONE_BORTEZOMIB_RPMI7951,DEXAMETHASONE,BORTEZOMIB,RPMI7951,-19.6531103253
DEXAMETHASONE_BORTEZOMIB_SKMEL30,DEXAMETHASONE,BORTEZOMIB,SKMEL30,8.8845957548
DEXAMETHASONE_BORTEZOMIB_SKMES1,DEXAMETHASONE,BORTEZOMIB,SKMES1,-11.4348035944
DEXAMETHASONE_BORTEZOMIB_SKOV3,DEXAMETHASONE,BORTEZOMIB,SKOV3,3.520986426
DEXAMETHASONE_BORTEZOMIB_SW620,DEXAMETHASONE,BORTEZOMIB,SW620,13.0324241434
DEXAMETHASONE_BORTEZOMIB_SW837,DEXAMETHASONE,BORTEZOMIB,SW837,-2.0159246927
DEXAMETHASONE_BORTEZOMIB_T47D,DEXAMETHASONE,BORTEZOMIB,T47D,-9.1572771183
DEXAMETHASONE_BORTEZOMIB_UACC62,DEXAMETHASONE,BORTEZOMIB,UACC62,-7.679437184
DEXAMETHASONE_BORTEZOMIB_VCAP,DEXAMETHASONE,BORTEZOMIB,VCAP,-0.6124008304
DEXAMETHASONE_BORTEZOMIB_ZR751,DEXAMETHASONE,BORTEZOMIB,ZR751,5.2988623857
DEXAMETHASONE_DASATINIB_A2058,DEXAMETHASONE,DASATINIB,A2058,-0.1787357598
DEXAMETHASONE_DASATINIB_A2780,DEXAMETHASONE,DASATINIB,A2780,19.8197660146
DEXAMETHASONE_DASATINIB_A375,DEXAMETHASONE,DASATINIB,A375,38.483302913
DEXAMETHASONE_DASATINIB_A427,DEXAMETHASONE,DASATINIB,A427,0.3863934638
DEXAMETHASONE_DASATINIB_CAOV3,DEXAMETHASONE,DASATINIB,CAOV3,52.0815108828
DEXAMETHASONE_DASATINIB_DLD1,DEXAMETHASONE,DASATINIB,DLD1,6.0358338822
DEXAMETHASONE_DASATINIB_ES2,DEXAMETHASONE,DASATINIB,ES2,-27.4350113437
DEXAMETHASONE_DASATINIB_HCT116,DEXAMETHASONE,DASATINIB,HCT116,-46.1942411274
DEXAMETHASONE_DASATINIB_HT144,DEXAMETHASONE,DASATINIB,HT144,-35.9811598222
DEXAMETHASONE_DASATINIB_HT29,DEXAMETHASONE,DASATINIB,HT29,9.2435329703
DEXAMETHASONE_DASATINIB_KPL1,DEXAMETHASONE,DASATINIB,KPL1,49.2982281109
DEXAMETHASONE_DASATINIB_LOVO,DEXAMETHASONE,DASATINIB,LOVO,61.0139992683
DEXAMETHASONE_DASATINIB_MDAMB436,DEXAMETHASONE,DASATINIB,MDAMB436,-5.9039606265
DEXAMETHASONE_DASATINIB_NCIH1650,DEXAMETHASONE,DASATINIB,NCIH1650,18.3592345258
DEXAMETHASONE_DASATINIB_NCIH2122,DEXAMETHASONE,DASATINIB,NCIH2122,60.5203378353
DEXAMETHASONE_DASATINIB_NCIH23,DEXAMETHASONE,DASATINIB,NCIH23,3.0839119445
DEXAMETHASONE_DASATINIB_NCIH460,DEXAMETHASONE,DASATINIB,NCIH460,-13.6086709571
DEXAMETHASONE_DASATINIB_NCIH520,DEXAMETHASONE,DASATINIB,NCIH520,28.4152100697
DEXAMETHASONE_DASATINIB_OCUBM,DEXAMETHASONE,DASATINIB,OCUBM,26.4539157237
DEXAMETHASONE_DASATINIB_OV90,DEXAMETHASONE,DASATINIB,OV90,-14.0013049619
DEXAMETHASONE_DASATINIB_RKO,DEXAMETHASONE,DASATINIB,RKO,1.7880860559
DEXAMETHASONE_DASATINIB_RPMI7951,DEXAMETHASONE,DASATINIB,RPMI7951,-23.3016585736
DEXAMETHASONE_DASATINIB_SKMEL30,DEXAMETHASONE,DASATINIB,SKMEL30,-15.5409231049
DEXAMETHASONE_DASATINIB_SKMES1,DEXAMETHASONE,DASATINIB,SKMES1,59.0760112702
DEXAMETHASONE_DASATINIB_SKOV3,DEXAMETHASONE,DASATINIB,SKOV3,32.5124520974
DEXAMETHASONE_DASATINIB_SW620,DEXAMETHASONE,DASATINIB,SW620,7.398222743
DEXAMETHASONE_DASATINIB_SW837,DEXAMETHASONE,DASATINIB,SW837,8.4494427209
DEXAMETHASONE_DASATINIB_T47D,DEXAMETHASONE,DASATINIB,T47D,-56.408685099
DEXAMETHASONE_DASATINIB_UACC62,DEXAMETHASONE,DASATINIB,UACC62,-2.4824508663
DEXAMETHASONE_DASATINIB_VCAP,DEXAMETHASONE,DASATINIB,VCAP,-24.4917144191
DEXAMETHASONE_DASATINIB_ZR751,DEXAMETHASONE,DASATINIB,ZR751,0.9221920981
DEXAMETHASONE_DINACICLIB_A2058,DEXAMETHASONE,DINACICLIB,A2058,-11.4082575223
DEXAMETHASONE_DINACICLIB_A2780,DEXAMETHASONE,DINACICLIB,A2780,-4.4908593631
DEXAMETHASONE_DINACICLIB_A375,DEXAMETHASONE,DINACICLIB,A375,3.8718090131
DEXAMETHASONE_DINACICLIB_A427,DEXAMETHASONE,DINACICLIB,A427,8.232042313
DEXAMETHASONE_DINACICLIB_CAOV3,DEXAMETHASONE,DINACICLIB,CAOV3,1.7341540331
DEXAMETHASONE_DINACICLIB_DLD1,DEXAMETHASONE,DINACICLIB,DLD1,3.465605422
DEXAMETHASONE_DINACICLIB_ES2,DEXAMETHASONE,DINACICLIB,ES2,0.8916508669
DEXAMETHASONE_DINACICLIB_HCT116,DEXAMETHASONE,DINACICLIB,HCT116,-2.540221847
DEXAMETHASONE_DINACICLIB_HT144,DEXAMETHASONE,DINACICLIB,HT144,-12.6941276895
DEXAMETHASONE_DINACICLIB_HT29,DEXAMETHASONE,DINACICLIB,HT29,-2.2179657391
DEXAMETHASONE_DINACICLIB_KPL1,DEXAMETHASONE,DINACICLIB,KPL1,8.209095852
DEXAMETHASONE_DINACICLIB_LOVO,DEXAMETHASONE,DINACICLIB,LOVO,2.5821365439
DEXAMETHASONE_DINACICLIB_MDAMB436,DEXAMETHASONE,DINACICLIB,MDAMB436,2.7421445947
DEXAMETHASONE_DINACICLIB_NCIH1650,DEXAMETHASONE,DINACICLIB,NCIH1650,9.5479405185
DEXAMETHASONE_DINACICLIB_NCIH2122,DEXAMETHASONE,DINACICLIB,NCIH2122,8.0870847968
DEXAMETHASONE_DINACICLIB_NCIH23,DEXAMETHASONE,DINACICLIB,NCIH23,6.5214914937
DEXAMETHASONE_DINACICLIB_NCIH460,DEXAMETHASONE,DINACICLIB,NCIH460,-0.2738272642
DEXAMETHASONE_DINACICLIB_NCIH520,DEXAMETHASONE,DINACICLIB,NCIH520,3.3376914995
DEXAMETHASONE_DINACICLIB_OCUBM,DEXAMETHASONE,DINACICLIB,OCUBM,16.8741866599
DEXAMETHASONE_DINACICLIB_OV90,DEXAMETHASONE,DINACICLIB,OV90,-10.1530329853
DEXAMETHASONE_DINACICLIB_RKO,DEXAMETHASONE,DINACICLIB,RKO,9.4184520196
DEXAMETHASONE_DINACICLIB_RPMI7951,DEXAMETHASONE,DINACICLIB,RPMI7951,-7.5662078829
DEXAMETHASONE_DINACICLIB_SKMEL30,DEXAMETHASONE,DINACICLIB,SKMEL30,-2.3100177099
DEXAMETHASONE_DINACICLIB_SKMES1,DEXAMETHASONE,DINACICLIB,SKMES1,3.7909148109
DEXAMETHASONE_DINACICLIB_SKOV3,DEXAMETHASONE,DINACICLIB,SKOV3,4.2923703693
DEXAMETHASONE_DINACICLIB_SW620,DEXAMETHASONE,DINACICLIB,SW620,4.8370830646
DEXAMETHASONE_DINACICLIB_SW837,DEXAMETHASONE,DINACICLIB,SW837,-0.6144995718
DEXAMETHASONE_DINACICLIB_T47D,DEXAMETHASONE,DINACICLIB,T47D,-31.8045560444
DEXAMETHASONE_DINACICLIB_UACC62,DEXAMETHASONE,DINACICLIB,UACC62,-1.7297899995
DEXAMETHASONE_DINACICLIB_VCAP,DEXAMETHASONE,DINACICLIB,VCAP,5.1408144106
DEXAMETHASONE_DINACICLIB_ZR751,DEXAMETHASONE,DINACICLIB,ZR751,-13.9008650847
DEXAMETHASONE_ERLOTINIB_A2058,DEXAMETHASONE,ERLOTINIB,A2058,-18.8279417049
DEXAMETHASONE_ERLOTINIB_A2780,DEXAMETHASONE,ERLOTINIB,A2780,-4.1001591342
DEXAMETHASONE_ERLOTINIB_A375,DEXAMETHASONE,ERLOTINIB,A375,-1.7708371853
DEXAMETHASONE_ERLOTINIB_A427,DEXAMETHASONE,ERLOTINIB,A427,-6.810845523
DEXAMETHASONE_ERLOTINIB_CAOV3,DEXAMETHASONE,ERLOTINIB,CAOV3,42.9574310367
DEXAMETHASONE_ERLOTINIB_DLD1,DEXAMETHASONE,ERLOTINIB,DLD1,6.355137572
DEXAMETHASONE_ERLOTINIB_ES2,DEXAMETHASONE,ERLOTINIB,ES2,-19.2105269144
DEXAMETHASONE_ERLOTINIB_HCT116,DEXAMETHASONE,ERLOTINIB,HCT116,-4.7460290214
DEXAMETHASONE_ERLOTINIB_HT144,DEXAMETHASONE,ERLOTINIB,HT144,-21.4270670835
DEXAMETHASONE_ERLOTINIB_HT29,DEXAMETHASONE,ERLOTINIB,HT29,4.1270372295
DEXAMETHASONE_ERLOTINIB_KPL1,DEXAMETHASONE,ERLOTINIB,KPL1,13.3138635909
DEXAMETHASONE_ERLOTINIB_LOVO,DEXAMETHASONE,ERLOTINIB,LOVO,18.4963780273
DEXAMETHASONE_ERLOTINIB_MDAMB436,DEXAMETHASONE,ERLOTINIB,MDAMB436,-7.7297844741
DEXAMETHASONE_ERLOTINIB_NCIH1650,DEXAMETHASONE,ERLOTINIB,NCIH1650,33.094422312
DEXAMETHASONE_ERLOTINIB_NCIH2122,DEXAMETHASONE,ERLOTINIB,NCIH2122,52.718294562
DEXAMETHASONE_ERLOTINIB_NCIH23,DEXAMETHASONE,ERLOTINIB,NCIH23,-1.8241671119
DEXAMETHASONE_ERLOTINIB_NCIH460,DEXAMETHASONE,ERLOTINIB,NCIH460,-8.7839139286
DEXAMETHASONE_ERLOTINIB_NCIH520,DEXAMETHASONE,ERLOTINIB,NCIH520,-0.1614427621
DEXAMETHASONE_ERLOTINIB_OCUBM,DEXAMETHASONE,ERLOTINIB,OCUBM,8.0125158081
DEXAMETHASONE_ERLOTINIB_OV90,DEXAMETHASONE,ERLOTINIB,OV90,-14.4366228593
DEXAMETHASONE_ERLOTINIB_RKO,DEXAMETHASONE,ERLOTINIB,RKO,-12.1036628041
DEXAMETHASONE_ERLOTINIB_RPMI7951,DEXAMETHASONE,ERLOTINIB,RPMI7951,-32.2826921311
DEXAMETHASONE_ERLOTINIB_SKMEL30,DEXAMETHASONE,ERLOTINIB,SKMEL30,-2.8817671606
DEXAMETHASONE_ERLOTINIB_SKMES1,DEXAMETHASONE,ERLOTINIB,SKMES1,10.6860991007
DEXAMETHASONE_ERLOTINIB_SKOV3,DEXAMETHASONE,ERLOTINIB,SKOV3,37.6790228812
DEXAMETHASONE_ERLOTINIB_SW620,DEXAMETHASONE,ERLOTINIB,SW620,-7.4736780422
DEXAMETHASONE_ERLOTINIB_SW837,DEXAMETHASONE,ERLOTINIB,SW837,15.5693132589
DEXAMETHASONE_ERLOTINIB_T47D,DEXAMETHASONE,ERLOTINIB,T47D,-22.5025227905
DEXAMETHASONE_ERLOTINIB_UACC62,DEXAMETHASONE,ERLOTINIB,UACC62,-6.9191867407
DEXAMETHASONE_ERLOTINIB_VCAP,DEXAMETHASONE,ERLOTINIB,VCAP,-14.6493246554
DEXAMETHASONE_ERLOTINIB_ZR751,DEXAMETHASONE,ERLOTINIB,ZR751,29.720837618
DEXAMETHASONE_GELDANAMYCIN_A2058,DEXAMETHASONE,GELDANAMYCIN,A2058,-0.4018303213
DEXAMETHASONE_GELDANAMYCIN_A2780,DEXAMETHASONE,GELDANAMYCIN,A2780,-5.6724060192
DEXAMETHASONE_GELDANAMYCIN_A375,DEXAMETHASONE,GELDANAMYCIN,A375,1.4380934904
DEXAMETHASONE_GELDANAMYCIN_A427,DEXAMETHASONE,GELDANAMYCIN,A427,4.7441009172
DEXAMETHASONE_GELDANAMYCIN_CAOV3,DEXAMETHASONE,GELDANAMYCIN,CAOV3,-8.4232461218
DEXAMETHASONE_GELDANAMYCIN_DLD1,DEXAMETHASONE,GELDANAMYCIN,DLD1,6.6425425046
DEXAMETHASONE_GELDANAMYCIN_ES2,DEXAMETHASONE,GELDANAMYCIN,ES2,-10.6651202914
DEXAMETHASONE_GELDANAMYCIN_HCT116,DEXAMETHASONE,GELDANAMYCIN,HCT116,3.6858374822
DEXAMETHASONE_GELDANAMYCIN_HT144,DEXAMETHASONE,GELDANAMYCIN,HT144,-8.6847139954
DEXAMETHASONE_GELDANAMYCIN_HT29,DEXAMETHASONE,GELDANAMYCIN,HT29,-6.7124987273
DEXAMETHASONE_GELDANAMYCIN_KPL1,DEXAMETHASONE,GELDANAMYCIN,KPL1,16.8302591575
DEXAMETHASONE_GELDANAMYCIN_LOVO,DEXAMETHASONE,GELDANAMYCIN,LOVO,2.4632371417
DEXAMETHASONE_GELDANAMYCIN_MDAMB436,DEXAMETHASONE,GELDANAMYCIN,MDAMB436,11.2242276104
DEXAMETHASONE_GELDANAMYCIN_NCIH1650,DEXAMETHASONE,GELDANAMYCIN,NCIH1650,0.1415119192
DEXAMETHASONE_GELDANAMYCIN_NCIH2122,DEXAMETHASONE,GELDANAMYCIN,NCIH2122,-6.2743723208
DEXAMETHASONE_GELDANAMYCIN_NCIH23,DEXAMETHASONE,GELDANAMYCIN,NCIH23,-9.3781630327
DEXAMETHASONE_GELDANAMYCIN_NCIH460,DEXAMETHASONE,GELDANAMYCIN,NCIH460,3.7409150066
DEXAMETHASONE_GELDANAMYCIN_NCIH520,DEXAMETHASONE,GELDANAMYCIN,NCIH520,-6.5727433036
DEXAMETHASONE_GELDANAMYCIN_OCUBM,DEXAMETHASONE,GELDANAMYCIN,OCUBM,17.6550796368
DEXAMETHASONE_GELDANAMYCIN_OV90,DEXAMETHASONE,GELDANAMYCIN,OV90,-22.2375828021
DEXAMETHASONE_GELDANAMYCIN_RKO,DEXAMETHASONE,GELDANAMYCIN,RKO,7.5826284399
DEXAMETHASONE_GELDANAMYCIN_RPMI7951,DEXAMETHASONE,GELDANAMYCIN,RPMI7951,-18.1650691183
DEXAMETHASONE_GELDANAMYCIN_SKMEL30,DEXAMETHASONE,GELDANAMYCIN,SKMEL30,7.4962985166
DEXAMETHASONE_GELDANAMYCIN_SKMES1,DEXAMETHASONE,GELDANAMYCIN,SKMES1,5.7457266262
DEXAMETHASONE_GELDANAMYCIN_SKOV3,DEXAMETHASONE,GELDANAMYCIN,SKOV3,-8.349969985
DEXAMETHASONE_GELDANAMYCIN_SW620,DEXAMETHASONE,GELDANAMYCIN,SW620,-8.0924565498
DEXAMETHASONE_GELDANAMYCIN_SW837,DEXAMETHASONE,GELDANAMYCIN,SW837,-8.3724386329
DEXAMETHASONE_GELDANAMYCIN_T47D,DEXAMETHASONE,GELDANAMYCIN,T47D,-30.0792798869
DEXAMETHASONE_GELDANAMYCIN_UACC62,DEXAMETHASONE,GELDANAMYCIN,UACC62,-1.4013823587
DEXAMETHASONE_GELDANAMYCIN_VCAP,DEXAMETHASONE,GELDANAMYCIN,VCAP,5.0496127419
DEXAMETHASONE_GELDANAMYCIN_ZR751,DEXAMETHASONE,GELDANAMYCIN,ZR751,-17.5974783792
DEXAMETHASONE_L778123_A2058,DEXAMETHASONE,L778123,A2058,-5.0183519054
DEXAMETHASONE_L778123_A2780,DEXAMETHASONE,L778123,A2780,5.3456808814
DEXAMETHASONE_L778123_A375,DEXAMETHASONE,L778123,A375,6.2939482253
DEXAMETHASONE_L778123_A427,DEXAMETHASONE,L778123,A427,9.7565112713
DEXAMETHASONE_L778123_CAOV3,DEXAMETHASONE,L778123,CAOV3,31.4801692902
DEXAMETHASONE_L778123_DLD1,DEXAMETHASONE,L778123,DLD1,2.8259530604
DEXAMETHASONE_L778123_ES2,DEXAMETHASONE,L778123,ES2,-10.7757685161
DEXAMETHASONE_L778123_HCT116,DEXAMETHASONE,L778123,HCT116,-2.1283200978
DEXAMETHASONE_L778123_HT144,DEXAMETHASONE,L778123,HT144,-3.9502019018
DEXAMETHASONE_L778123_HT29,DEXAMETHASONE,L778123,HT29,6.1587037291
DEXAMETHASONE_L778123_KPL1,DEXAMETHASONE,L778123,KPL1,16.4381417585
DEXAMETHASONE_L778123_LOVO,DEXAMETHASONE,L778123,LOVO,-1.5576491958
DEXAMETHASONE_L778123_MDAMB436,DEXAMETHASONE,L778123,MDAMB436,4.53943087
DEXAMETHASONE_L778123_NCIH1650,DEXAMETHASONE,L778123,NCIH1650,-3.2275192948
DEXAMETHASONE_L778123_NCIH2122,DEXAMETHASONE,L778123,NCIH2122,-1.3471402636
DEXAMETHASONE_L778123_NCIH23,DEXAMETHASONE,L778123,NCIH23,2.227162334
DEXAMETHASONE_L778123_NCIH460,DEXAMETHASONE,L778123,NCIH460,2.6464045429
DEXAMETHASONE_L778123_NCIH520,DEXAMETHASONE,L778123,NCIH520,9.4093649787
DEXAMETHASONE_L778123_OCUBM,DEXAMETHASONE,L778123,OCUBM,3.7801746472
DEXAMETHASONE_L778123_OV90,DEXAMETHASONE,L778123,OV90,9.1219130241
DEXAMETHASONE_L778123_RKO,DEXAMETHASONE,L778123,RKO,4.6554840759
DEXAMETHASONE_L778123_RPMI7951,DEXAMETHASONE,L778123,RPMI7951,-13.3775862125
DEXAMETHASONE_L778123_SKMEL30,DEXAMETHASONE,L778123,SKMEL30,27.619921493
DEXAMETHASONE_L778123_SKMES1,DEXAMETHASONE,L778123,SKMES1,5.2440783182
DEXAMETHASONE_L778123_SKOV3,DEXAMETHASONE,L778123,SKOV3,18.6252506872
DEXAMETHASONE_L778123_SW620,DEXAMETHASONE,L778123,SW620,2.5843505165
DEXAMETHASONE_L778123_SW837,DEXAMETHASONE,L778123,SW837,10.1360710728
DEXAMETHASONE_L778123_T47D,DEXAMETHASONE,L778123,T47D,-42.1607620293
DEXAMETHASONE_L778123_UACC62,DEXAMETHASONE,L778123,UACC62,9.8456617767
DEXAMETHASONE_L778123_VCAP,DEXAMETHASONE,L778123,VCAP,14.9561609234
DEXAMETHASONE_L778123_ZR751,DEXAMETHASONE,L778123,ZR751,10.2116499792
DEXAMETHASONE_LAPATINIB_A2058,DEXAMETHASONE,LAPATINIB,A2058,-16.2370825318
DEXAMETHASONE_LAPATINIB_A2780,DEXAMETHASONE,LAPATINIB,A2780,0.3675227374
DEXAMETHASONE_LAPATINIB_A375,DEXAMETHASONE,LAPATINIB,A375,-5.107578959
DEXAMETHASONE_LAPATINIB_A427,DEXAMETHASONE,LAPATINIB,A427,-10.154452481
DEXAMETHASONE_LAPATINIB_CAOV3,DEXAMETHASONE,LAPATINIB,CAOV3,50.7820820367
DEXAMETHASONE_LAPATINIB_DLD1,DEXAMETHASONE,LAPATINIB,DLD1,6.431139018
DEXAMETHASONE_LAPATINIB_ES2,DEXAMETHASONE,LAPATINIB,ES2,-22.3139634302
DEXAMETHASONE_LAPATINIB_HCT116,DEXAMETHASONE,LAPATINIB,HCT116,-1.5980417639
DEXAMETHASONE_LAPATINIB_HT144,DEXAMETHASONE,LAPATINIB,HT144,-18.7671907707
DEXAMETHASONE_LAPATINIB_HT29,DEXAMETHASONE,LAPATINIB,HT29,11.8695525258
DEXAMETHASONE_LAPATINIB_KPL1,DEXAMETHASONE,LAPATINIB,KPL1,8.3199613347
DEXAMETHASONE_LAPATINIB_LOVO,DEXAMETHASONE,LAPATINIB,LOVO,28.1185504669
DEXAMETHASONE_LAPATINIB_MDAMB436,DEXAMETHASONE,LAPATINIB,MDAMB436,-9.5431244941
DEXAMETHASONE_LAPATINIB_NCIH1650,DEXAMETHASONE,LAPATINIB,NCIH1650,29.0879875476
DEXAMETHASONE_LAPATINIB_NCIH2122,DEXAMETHASONE,LAPATINIB,NCIH2122,32.6939190724
DEXAMETHASONE_LAPATINIB_NCIH23,DEXAMETHASONE,LAPATINIB,NCIH23,5.8710821113
DEXAMETHASONE_LAPATINIB_NCIH460,DEXAMETHASONE,LAPATINIB,NCIH460,-16.7553323885
DEXAMETHASONE_LAPATINIB_NCIH520,DEXAMETHASONE,LAPATINIB,NCIH520,3.7794153876
DEXAMETHASONE_LAPATINIB_OCUBM,DEXAMETHASONE,LAPATINIB,OCUBM,-6.9867247428
DEXAMETHASONE_LAPATINIB_OV90,DEXAMETHASONE,LAPATINIB,OV90,-17.4542069723
DEXAMETHASONE_LAPATINIB_RKO,DEXAMETHASONE,LAPATINIB,RKO,-10.018354399
DEXAMETHASONE_LAPATINIB_RPMI7951,DEXAMETHASONE,LAPATINIB,RPMI7951,-42.2425370801
DEXAMETHASONE_LAPATINIB_SKMEL30,DEXAMETHASONE,LAPATINIB,SKMEL30,-4.6104909628
DEXAMETHASONE_LAPATINIB_SKMES1,DEXAMETHASONE,LAPATINIB,SKMES1,15.5642517318
DEXAMETHASONE_LAPATINIB_SKOV3,DEXAMETHASONE,LAPATINIB,SKOV3,42.1992456777
DEXAMETHASONE_LAPATINIB_SW620,DEXAMETHASONE,LAPATINIB,SW620,-4.6693408087
